USPS	GEOID	POP10	HU10	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                                  
CA	06099000909	4402	1824	1719296	0	       0.664	       0.000	 37.6732380	-120.9842758                                                                                                                   
CA	06099000910	6585	2457	1919232	0	       0.741	       0.000	 37.6726269	-120.9667084                                                                                                                   
CA	06099000911	4815	1852	1311553	0	       0.506	       0.000	 37.6718475	-120.9505449                                                                                                                   
CA	06099000912	17129	5684	6474352	24596	       2.500	       0.009	 37.6796323	-120.9376668                                                                                                              
CA	06099001001	6042	2732	2610666	0	       1.008	       0.000	 37.6591088	-120.9656989                                                                                                                   
CA	06099001002	3153	1417	1899756	0	       0.733	       0.000	 37.6547424	-120.9783229                                                                                                                   
CA	06099001100	3899	1704	1753811	0	       0.677	       0.000	 37.6627186	-120.9877386                                                                                                                   
CA	06099001200	3623	1783	1537206	0	       0.594	       0.000	 37.6497200	-120.9941028                                                                                                                   
CA	06099001300	5778	2641	3622625	0	       1.399	       0.000	 37.6601004	-121.0035722                                                                                                                   
CA	06099001400	6430	2522	2923655	0	       1.129	       0.000	 37.6627736	-121.0204403                                                                                                                   
CA	06099001500	6551	2202	11014580	129218	       4.253	       0.050	 37.6349769	-121.0374635                                                                                                             
CA	06099001601	4803	1326	1601273	0	       0.618	       0.000	 37.6296152	-121.0159498                                                                                                                   
CA	06099001603	5706	1637	2260829	7623	       0.873	       0.003	 37.6150481	-121.0267937                                                                                                                
CA	06099001604	3861	1017	784623	0	       0.303	       0.000	 37.6170322	-121.0172914                                                                                                                    
CA	06099001700	2589	823	1255800	0	       0.485	       0.000	 37.6373175	-121.0071046                                                                                                                    
CA	06099001800	2196	963	2478764	0	       0.957	       0.000	 37.6392879	-120.9935916                                                                                                                    
CA	06099001900	5257	2318	2854063	0	       1.102	       0.000	 37.6436844	-120.9695762                                                                                                                   
CA	06099002002	4527	1463	17704350	98975	       6.836	       0.038	 37.6444867	-120.9148312                                                                                                              
CA	06099002004	6022	2210	3122982	0	       1.206	       0.000	 37.6466798	-120.9440005                                                                                                                   
CA	06099002005	3631	1156	952386	0	       0.368	       0.000	 37.6436041	-120.9345314                                                                                                                    
CA	06099002006	4458	1338	1173469	0	       0.453	       0.000	 37.6449218	-120.9254717                                                                                                                   
CA	06099002100	4165	1216	4581284	50971	       1.769	       0.020	 37.6287607	-120.9667385                                                                                                               
CA	06099002200	6223	1878	2654726	29625	       1.025	       0.011	 37.6223838	-121.0038051                                                                                                               
CA	06099002301	7841	2198	4278844	312647	       1.652	       0.121	 37.6049206	-121.0188436                                                                                                              
CA	06099002302	4010	1157	2117297	124140	       0.817	       0.048	 37.6209695	-120.9827560                                                                                                              
CA	06099002401	3567	899	792418	0	       0.306	       0.000	 37.5972529	-121.0018903                                                                                                                     
CA	06099002402	5559	1375	2220113	0	       0.857	       0.000	 37.6010166	-121.0092162                                                                                                                   
CA	06099002501	7036	1684	5181579	0	       2.001	       0.000	 37.5947739	-120.9844811                                                                                                                   
CA	06099002503	4368	1346	1609896	0	       0.622	       0.000	 37.5849810	-120.9580147                                                                                                                   
CA	06099002504	4422	1262	2407164	0	       0.929	       0.000	 37.5921181	-120.9697851                                                                                                                   
CA	06099002602	4561	1613	2495209	0	       0.963	       0.000	 37.5877211	-120.9450461                                                                                                                   
CA	06099002603	2906	1011	1264726	0	       0.488	       0.000	 37.6018470	-120.9524211                                                                                                                   
CA	06099002604	4681	1447	1776070	0	       0.686	       0.000	 37.6035519	-120.9641077                                                                                                                   
CA	06099002605	3855	1262	1604926	0	       0.620	       0.000	 37.6018684	-120.9421010                                                                                                                   
CA	06099002701	3811	1246	2232633	143919	       0.862	       0.056	 37.6156323	-120.9517490                                                                                                              
CA	06099002702	6940	2019	2200580	55148	       0.850	       0.021	 37.6152295	-120.9665381                                                                                                               
CA	06099002801	5624	1826	275370663	6313057	     106.321	       2.437	 37.6688768	-120.6270468                                                                                                           
CA	06099002802	6310	2204	89441701	422337	      34.534	       0.163	 37.6638136	-120.8368597                                                                                                             
CA	06099002803	2866	1241	2221635	0	       0.858	       0.000	 37.6679063	-120.9154999                                                                                                                   
CA	06099002901	4764	1715	317456628	11751965	     122.571	       4.537	 37.6014201	-120.6513244                                                                                                          
CA	06099002902	7609	2573	22892352	185697	       8.839	       0.072	 37.6029399	-120.8727904                                                                                                             
CA	06099003001	9397	2706	17895932	83461	       6.910	       0.032	 37.6018409	-120.9179827                                                                                                              
CA	06099003002	6818	2120	23953766	0	       9.249	       0.000	 37.5641562	-120.9499170                                                                                                                  
CA	06099003100	4000	1306	158754253	1710039	      61.295	       0.660	 37.5442264	-121.0573902                                                                                                           
CA	06099003201	5055	1559	6931160	0	       2.676	       0.000	 37.4731094	-121.1191974                                                                                                                   
CA	06099003202	16007	4984	15550750	0	       6.004	       0.000	 37.4647933	-121.1449685                                                                                                                 
CA	06099003300	5077	1808	641211761	1453091	     247.573	       0.561	 37.4986999	-121.2984930                                                                                                           
CA	06099003400	1601	646	906843037	1122562	     350.134	       0.433	 37.3259547	-121.1933829                                                                                                            
CA	06099003500	10720	3527	17064269	53050	       6.589	       0.020	 37.3133564	-121.0296226                                                                                                             
CA	06099003603	3952	1425	135196372	101741	      52.200	       0.039	 37.4851794	-120.9439974                                                                                                            
CA	06099003604	8092	2795	96429251	0	      37.232	       0.000	 37.5227998	-120.7482736                                                                                                                  
CA	06099003605	8007	2840	3728123	0	       1.439	       0.000	 37.5256560	-120.8563780                                                                                                                   
CA	06099003606	10838	3544	4435995	0	       1.713	       0.000	 37.5330658	-120.8609918                                                                                                                  
CA	06099003700	4796	1384	40414064	0	      15.604	       0.000	 37.4647928	-120.8836060                                                                                                                  
CA	06099003802	5860	1663	2432464	0	       0.939	       0.000	 37.4861261	-120.8576989                                                                                                                   
CA	06099003803	3004	830	1764362	0	       0.681	       0.000	 37.4839984	-120.8421053                                                                                                                    
CA	06099003804	6450	2317	2945156	0	       1.137	       0.000	 37.4995559	-120.8633794                                                                                                                   
CA	06099003805	2667	1019	2164567	0	       0.836	       0.000	 37.5161592	-120.8771501                                                                                                                   
CA	06099003904	4374	1825	3653960	0	       1.411	       0.000	 37.4902919	-120.8326517                                                                                                                   
CA	06099003905	3871	1511	2364750	0	       0.913	       0.000	 37.4998207	-120.8252426                                                                                                                   
CA	06099003906	4880	2013	1296511	0	       0.501	       0.000	 37.5053439	-120.8421217                                                                                                                   
CA	06099003907	7460	2946	3690659	0	       1.425	       0.000	 37.5147982	-120.8343873                                                                                                                   
CA	06099003908	2226	961	1054063	0	       0.407	       0.000	 37.5064389	-120.8543056                                                                                                                    
CA	06099003909	5980	2352	2535901	0	       0.979	       0.000	 37.5167140	-120.8607177                                                                                                                   
CA	06099004000	3822	1353	154876087	3395067	      59.798	       1.311	 37.6499309	-121.1441905                                                                                                           
CA	06101050101	6438	2487	4394594	135516	       1.697	       0.052	 39.1580050	-121.6237303                                                                                                              
CA	06101050102	4559	1974	2066169	0	       0.798	       0.000	 39.1465851	-121.6245696                                                                                                                   
CA	06101050201	3249	1265	1631578	0	       0.630	       0.000	 39.1341611	-121.6286380                                                                                                                   
CA	06101050202	4037	1578	2181891	136710	       0.842	       0.053	 39.1353485	-121.6128856                                                                                                              
CA	06101050301	2403	1018	1491419	0	       0.576	       0.000	 39.1196085	-121.6292546                                                                                                                   
CA	06101050302	6071	2004	2889846	62759	       1.116	       0.024	 39.1236650	-121.6114867                                                                                                               
CA	06101050401	4783	1660	1758226	0	       0.679	       0.000	 39.1071246	-121.6248059                                                                                                                   
CA	06101050402	3970	1363	8735237	0	       3.373	       0.000	 39.0836731	-121.6216316                                                                                                                   
CA	06101050403	3585	1076	7713807	528174	       2.978	       0.204	 39.0927643	-121.6016745                                                                                                              
CA	06101050501	6182	2016	8746224	0	       3.377	       0.000	 39.1343050	-121.6664276                                                                                                                   
CA	06101050503	6966	2190	7611335	0	       2.939	       0.000	 39.1198969	-121.6618808                                                                                                                   
CA	06101050504	7163	2216	22961803	0	       8.866	       0.000	 39.0906987	-121.6619167                                                                                                                  
CA	06101050601	6029	2170	16292481	0	       6.291	       0.000	 39.1627684	-121.6796539                                                                                                                  
CA	06101050603	4528	1950	12505325	62081	       4.828	       0.024	 39.1765368	-121.6473903                                                                                                              
CA	06101050604	4178	1652	2436957	0	       0.941	       0.000	 39.1562085	-121.6396026                                                                                                                   
CA	06101050701	4358	1438	23234496	83029	       8.971	       0.032	 39.2827425	-121.6539150                                                                                                              
CA	06101050702	6205	1882	105083477	388801	      40.573	       0.150	 39.2411360	-121.6942945                                                                                                            
CA	06101050800	3460	1332	289598818	527200	     111.815	       0.204	 39.2210289	-121.8399669                                                                                                            
CA	06101050900	1561	630	481548670	9385635	     185.927	       3.624	 38.9756160	-121.7595873                                                                                                            
CA	06101051000	2461	889	215575862	2040912	      83.234	       0.788	 39.0342246	-121.6633133                                                                                                            
CA	06101051100	2551	1068	341777386	2396187	     131.961	       0.925	 38.8548250	-121.5333668                                                                                                           
CA	06103000100	4699	2588	2993523202	7749369	    1155.806	       2.992	 40.1943009	-121.8564922                                                                                                          
CA	06103000200	7705	3257	248630273	1341657	      95.997	       0.518	 40.3210457	-122.3353367                                                                                                           
CA	06103000300	4515	2174	3324982199	9631711	    1283.783	       3.719	 40.0579918	-122.6497624                                                                                                          
CA	06103000400	5508	2349	285014962	2586751	     110.045	       0.999	 40.2367374	-122.3388940                                                                                                           
CA	06103000500	5507	2333	8573921	115475	       3.310	       0.045	 40.1970846	-122.2577045                                                                                                              
CA	06103000600	5213	2398	13058550	1139724	       5.042	       0.440	 40.1913614	-122.2068646                                                                                                            
CA	06103000700	7828	3111	13550803	0	       5.232	       0.000	 40.1524476	-122.2426817                                                                                                                  
CA	06103000800	4112	1621	130914697	2025357	      50.546	       0.782	 40.0733075	-122.1795281                                                                                                           
CA	06103000900	3678	1619	272047240	3233113	     105.038	       1.248	 39.9701372	-122.0239555                                                                                                           
CA	06103001000	7175	2651	177306956	4067809	      68.459	       1.571	 39.8864854	-122.1205504                                                                                                           
CA	06103001100	7523	2886	172106978	385097	      66.451	       0.149	 39.8868917	-122.2210805                                                                                                            
CA	06105000101	2867	1888	1424271275	66523801	     549.914	      25.685	 40.8451769	-122.7826336                                                                                                         
CA	06105000102	4558	2471	1162248119	1461709	     448.747	       0.564	 41.0094335	-122.8246948                                                                                                          
CA	06105000200	2281	1420	1940926090	845403	     749.396	       0.326	 40.8228066	-123.2441079                                                                                                           
CA	06105000300	3105	1963	1554250212	99153	     600.099	       0.038	 40.5355970	-123.2643313                                                                                                            
CA	06105000400	975	939	2152534038	4477795	     831.098	       1.729	 40.0696019	-123.2109469                                                                                                            
CA	06107000100	5142	2949	2726374142	13349914	    1052.659	       5.154	 36.5233963	-118.8366159                                                                                                         
CA	06107000201	9406	2217	9567238	0	       3.694	       0.000	 36.5436858	-119.2875202                                                                                                                   
CA	06107000202	2663	743	122717437	0	      47.381	       0.000	 36.6023032	-119.2556351                                                                                                                  
CA	06107000301	6717	2153	138426028	857289	      53.447	       0.331	 36.5281824	-119.4459533                                                                                                            
CA	06107000302	3427	836	131133256	0	      50.631	       0.000	 36.4518121	-119.4468987                                                                                                                  
CA	06107000401	5193	1380	13015506	0	       5.025	       0.000	 36.5617547	-119.3857111                                                                                                                  
CA	06107000402	7002	2178	2611303	0	       1.008	       0.000	 36.5529114	-119.3860655                                                                                                                   
CA	06107000501	6712	1742	2623717	0	       1.013	       0.000	 36.5384542	-119.3859943                                                                                                                   
CA	06107000502	3405	846	16204190	0	       6.256	       0.000	 36.5293483	-119.3924612                                                                                                                   
CA	06107000600	6200	1508	57979073	0	      22.386	       0.000	 36.4957832	-119.2593010                                                                                                                  
CA	06107000701	2635	820	40180244	1463954	      15.514	       0.565	 36.3947015	-119.0856162                                                                                                             
CA	06107000702	5391	1553	2477436	0	       0.957	       0.000	 36.4201875	-119.1003600                                                                                                                   
CA	06107000800	7416	2221	152607114	31759	      58.922	       0.012	 36.4202175	-119.2108517                                                                                                             
CA	06107000900	8171	2008	182300651	329326	      70.387	       0.127	 36.3926684	-119.3858168                                                                                                            
CA	06107001003	19732	6242	34588972	39512	      13.355	       0.015	 36.3512901	-119.3547493                                                                                                             
CA	06107001004	8235	1983	3400721	0	       1.313	       0.000	 36.3521706	-119.2957398                                                                                                                   
CA	06107001005	2733	1087	2624266	0	       1.013	       0.000	 36.3345065	-119.3587347                                                                                                                   
CA	06107001006	5765	2417	4311799	0	       1.665	       0.000	 36.3331465	-119.3323771                                                                                                                   
CA	06107001100	6983	2027	2046981	0	       0.790	       0.000	 36.3379779	-119.3005779                                                                                                                   
CA	06107001200	1337	632	1654396	0	       0.639	       0.000	 36.3302301	-119.2999850                                                                                                                    
CA	06107001301	8013	2638	21977176	0	       8.485	       0.000	 36.3597158	-119.2517367                                                                                                                  
CA	06107001302	8037	2710	11178543	0	       4.316	       0.000	 36.3354354	-119.2516114                                                                                                                  
CA	06107001400	5581	1918	124522197	0	      48.078	       0.000	 36.3259261	-119.1202602                                                                                                                 
CA	06107001501	5258	1932	7838347	0	       3.026	       0.000	 36.3043939	-119.1444506                                                                                                                   
CA	06107001502	5918	1966	12859011	0	       4.965	       0.000	 36.2850010	-119.1467114                                                                                                                  
CA	06107001601	5587	1376	2381865	0	       0.920	       0.000	 36.3027536	-119.2038840                                                                                                                   
CA	06107001602	5745	1649	48768114	118577	      18.829	       0.046	 36.2781982	-119.2194823                                                                                                             
CA	06107001701	6117	2378	2369739	0	       0.915	       0.000	 36.3199506	-119.2871757                                                                                                                   
CA	06107001703	7149	2594	7716290	0	       2.979	       0.000	 36.3197797	-119.2516321                                                                                                                   
CA	06107001704	6500	2499	12556727	0	       4.848	       0.000	 36.2985840	-119.2649465                                                                                                                  
CA	06107001800	4689	1940	2554526	0	       0.986	       0.000	 36.3198504	-119.3047728                                                                                                                   
CA	06107001901	3390	1281	1577851	0	       0.609	       0.000	 36.3092952	-119.3028348                                                                                                                   
CA	06107001902	4016	1508	2234364	0	       0.863	       0.000	 36.3029650	-119.2990915                                                                                                                   
CA	06107002002	4830	1791	2534587	0	       0.979	       0.000	 36.3200435	-119.3228298                                                                                                                   
CA	06107002003	5663	2214	2574054	0	       0.994	       0.000	 36.3056613	-119.3226585                                                                                                                   
CA	06107002004	4910	1988	2589082	0	       1.000	       0.000	 36.3055269	-119.3405353                                                                                                                   
CA	06107002006	4378	1607	20417330	0	       7.883	       0.000	 36.3125416	-119.3866306                                                                                                                  
CA	06107002007	8185	3045	28974712	292710	      11.187	       0.113	 36.2802907	-119.3248599                                                                                                             
CA	06107002008	2769	1167	1292512	0	       0.499	       0.000	 36.3236674	-119.3406647                                                                                                                   
CA	06107002009	4376	1727	1851448	0	       0.715	       0.000	 36.3172622	-119.3440073                                                                                                                   
CA	06107002100	2499	756	138694973	75948	      53.550	       0.029	 36.2434094	-119.4390093                                                                                                              
CA	06107002202	5542	1652	2725908	0	       1.052	       0.000	 36.2075367	-119.3656637                                                                                                                   
CA	06107002203	4363	1158	2627505	0	       1.014	       0.000	 36.2182393	-119.3755912                                                                                                                   
CA	06107002204	6126	1787	2304593	0	       0.890	       0.000	 36.2183676	-119.3587288                                                                                                                   
CA	06107002302	4570	1653	2592931	0	       1.001	       0.000	 36.2189133	-119.3219739                                                                                                                   
CA	06107002303	6447	2529	4101981	0	       1.584	       0.000	 36.2256444	-119.3438407                                                                                                                   
CA	06107002304	1740	778	987726	0	       0.381	       0.000	 36.2117012	-119.3385748                                                                                                                     
CA	06107002400	11470	3720	172495208	1009185	      66.601	       0.390	 36.1906178	-119.2730278                                                                                                          
CA	06107002500	3778	1145	126536243	0	      48.856	       0.000	 36.2050995	-119.1291061                                                                                                                 
CA	06107002601	4218	1131	5688637	0	       2.196	       0.000	 36.2136987	-119.1045232                                                                                                                   
CA	06107002602	5561	1438	2870052	0	       1.108	       0.000	 36.2125439	-119.0817133                                                                                                                   
CA	06107002700	5615	4049	5695227526	8211805	    2198.940	       3.171	 36.1727771	-118.4920872                                                                                                          
CA	06107002800	3395	1012	7391851	0	       2.854	       0.000	 36.1948818	-119.0940852                                                                                                                   
CA	06107002901	3729	1179	4550170	0	       1.757	       0.000	 36.1963690	-119.3370033                                                                                                                   
CA	06107002903	5097	1646	2268097	0	       0.876	       0.000	 36.2039710	-119.3208345                                                                                                                   
CA	06107002904	5002	1557	2034881	0	       0.786	       0.000	 36.1899328	-119.3214124                                                                                                                   
CA	06107003001	4652	1217	1516440	0	       0.586	       0.000	 36.2002109	-119.3563298                                                                                                                   
CA	06107003002	3519	965	6974547	0	       2.693	       0.000	 36.1909171	-119.3660695                                                                                                                    
CA	06107003100	3591	1097	240575278	403795	      92.887	       0.156	 36.1358963	-119.4402943                                                                                                            
CA	06107003200	6446	1695	307722354	13713	     118.812	       0.005	 36.0565920	-119.3368879                                                                                                             
CA	06107003300	7837	2277	148700092	62874	      57.413	       0.024	 36.1328505	-119.1119527                                                                                                             
CA	06107003400	7016	2242	174101921	1032350	      67.221	       0.399	 36.0344686	-119.0257487                                                                                                           
CA	06107003501	2861	1005	14357182	154007	       5.543	       0.059	 36.0906458	-119.0847036                                                                                                             
CA	06107003502	10796	3140	8015871	0	       3.095	       0.000	 36.0930135	-119.0549135                                                                                                                  
CA	06107003601	7090	2203	2594238	0	       1.002	       0.000	 36.0730814	-119.0618557                                                                                                                   
CA	06107003602	7114	2339	4677779	105569	       1.806	       0.041	 36.0667198	-119.0478137                                                                                                              
CA	06107003700	5931	1982	6127466	0	       2.366	       0.000	 36.0867011	-119.0241104                                                                                                                   
CA	06107003801	3077	1087	1536283	0	       0.593	       0.000	 36.0713873	-119.0322513                                                                                                                   
CA	06107003802	4123	1478	1901147	0	       0.734	       0.000	 36.0708990	-119.0166966                                                                                                                   
CA	06107003901	7184	1946	4986368	32466	       1.925	       0.013	 36.0619829	-118.9982663                                                                                                               
CA	06107003902	5847	1737	73290635	9333600	      28.298	       3.604	 36.0952673	-118.9780019                                                                                                            
CA	06107004000	560	3	1272839	0	       0.491	       0.000	 36.0380615	-118.9838486                                                                                                                       
CA	06107004101	9670	2584	4306675	121620	       1.663	       0.047	 36.0577198	-119.0217027                                                                                                              
CA	06107004102	2028	619	3546161	0	       1.369	       0.000	 36.0455672	-119.0245203                                                                                                                    
CA	06107004200	6529	1822	384726932	56590	     148.544	       0.022	 35.9647863	-119.2918483                                                                                                             
CA	06107004300	7682	1889	610964666	295053	     235.895	       0.114	 35.8580543	-119.3058575                                                                                                            
CA	06107004400	7470	1810	10427655	0	       4.026	       0.000	 35.8758839	-119.2653950                                                                                                                  
CA	06107004500	6628	1899	343624413	0	     132.674	       0.000	 35.8807557	-118.9866017                                                                                                                 
CA	06109001100	3883	1743	9453762	5487	       3.650	       0.002	 37.9791454	-120.3994429                                                                                                                
CA	06109001200	3678	1974	19218250	35506	       7.420	       0.014	 38.0034086	-120.3618958                                                                                                              
CA	06109002100	4439	2490	881805518	12144596	     340.467	       4.689	 38.2149739	-120.1895292                                                                                                          
CA	06109002200	8132	3851	49013434	341371	      18.924	       0.132	 38.0191545	-120.2986345                                                                                                             
CA	06109003100	6433	7221	1490735677	21183304	     575.576	       8.179	 38.1866222	-119.8495890                                                                                                         
CA	06109003200	5765	2570	392369327	1078943	     151.495	       0.417	 37.9292989	-120.0887219                                                                                                           
CA	06109004100	5358	2619	81025309	1038080	      31.284	       0.401	 37.9231742	-120.3277066                                                                                                            
CA	06109004200	3954	3812	2163226681	35503398	     835.227	      13.708	 37.9494993	-119.6407227                                                                                                         
CA	06109005100	8355	3978	159875819	24892849	      61.728	       9.611	 37.9315151	-120.4335241                                                                                                          
CA	06109005201	1778	986	504612101	42460044	     194.832	      16.394	 37.7908267	-120.4501293                                                                                                           
CA	06109985202	3590	0	726702	0	       0.281	       0.000	 37.8919389	-120.5370715                                                                                                                       
CA	06111000100	819	623	2380199757	8151752	     919.000	       3.147	 34.6431476	-119.1348137                                                                                                            
CA	06111000200	2822	762	148324360	4122938	      57.268	       1.592	 34.4146679	-118.7690795                                                                                                            
CA	06111000302	6786	2360	103561642	36010	      39.985	       0.014	 34.4088728	-118.8702018                                                                                                             
CA	06111000303	5103	1407	36468510	967602	      14.081	       0.374	 34.3661561	-118.9484382                                                                                                             
CA	06111000304	4777	1237	44850862	28870	      17.317	       0.011	 34.4115610	-118.9627618                                                                                                              
CA	06111000400	6758	1801	40625957	10938	      15.686	       0.004	 34.4021613	-119.0487659                                                                                                              
CA	06111000500	1867	642	50753058	2788586	      19.596	       1.077	 34.3332732	-119.0558409                                                                                                             
CA	06111000600	6141	1851	1913918	0	       0.739	       0.000	 34.3535231	-119.0606093                                                                                                                   
CA	06111000701	6441	1749	1430869	0	       0.552	       0.000	 34.3453966	-119.0772575                                                                                                                   
CA	06111000702	3065	895	790244	0	       0.305	       0.000	 34.3477055	-119.0857732                                                                                                                     
CA	06111000800	7788	2636	96168397	60960	      37.131	       0.024	 34.3846679	-119.1192691                                                                                                              
CA	06111000901	2541	1263	9872048	41070	       3.812	       0.016	 34.4587926	-119.2618887                                                                                                               
CA	06111000902	2026	974	51971040	12671	      20.066	       0.005	 34.4205324	-119.1956252                                                                                                               
CA	06111000903	5865	2437	134472272	55345	      51.920	       0.021	 34.4750754	-119.1567105                                                                                                             
CA	06111001001	2488	1091	44534956	8674824	      17.195	       3.349	 34.4083052	-119.3336301                                                                                                            
CA	06111001002	6834	2868	8271451	0	       3.194	       0.000	 34.4427196	-119.2836116                                                                                                                   
CA	06111001101	4491	1787	4120541	1254	       1.591	       0.000	 34.4047671	-119.3015463                                                                                                                
CA	06111001102	3539	1441	8142558	43421	       3.144	       0.017	 34.4174987	-119.2816961                                                                                                               
CA	06111001201	4235	1788	6641090	2919	       2.564	       0.001	 34.2996992	-119.1600913                                                                                                                
CA	06111001202	7191	2450	2968311	495	       1.146	       0.000	 34.2819820	-119.1886473                                                                                                                 
CA	06111001204	2473	833	120967849	21003	      46.706	       0.008	 34.3589732	-119.2005749                                                                                                              
CA	06111001206	941	630	101666455	7274049	      39.254	       2.809	 34.3439029	-119.3719440                                                                                                             
CA	06111001301	7724	2700	3498002	143867	       1.351	       0.056	 34.2788511	-119.1565313                                                                                                              
CA	06111001302	1778	744	3219866	291633	       1.243	       0.113	 34.2923340	-119.1405608                                                                                                               
CA	06111001401	3950	1424	1355172	0	       0.523	       0.000	 34.2736288	-119.1790275                                                                                                                   
CA	06111001402	5677	2215	3653018	574239	       1.410	       0.222	 34.2548390	-119.1820881                                                                                                              
CA	06111001502	8668	3810	2606562	2752	       1.006	       0.001	 34.2631822	-119.2209072                                                                                                                
CA	06111001503	5898	1949	2068672	1388	       0.799	       0.001	 34.2689340	-119.2022525                                                                                                                
CA	06111001506	5027	1775	2767462	0	       1.069	       0.000	 34.2620831	-119.1896449                                                                                                                   
CA	06111001507	4330	1476	1836712	0	       0.709	       0.000	 34.2540321	-119.2029688                                                                                                                   
CA	06111001601	1099	533	1120413	0	       0.433	       0.000	 34.2757404	-119.2061965                                                                                                                    
CA	06111001602	2388	953	1327363	0	       0.512	       0.000	 34.2719368	-119.2248513                                                                                                                    
CA	06111001700	3531	1376	12883151	19878	       4.974	       0.008	 34.3175245	-119.2122733                                                                                                              
