USPS	GEOID	POP10	HU10	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                                  
CA	06037267700	2990	1762	813026	0	       0.314	       0.000	 34.0387144	-118.4441611                                                                                                                    
CA	06037267800	2917	1269	1151170	0	       0.444	       0.000	 34.0395800	-118.4306811                                                                                                                   
CA	06037267901	2428	1812	1119626	0	       0.432	       0.000	 34.0564560	-118.4137159                                                                                                                   
CA	06037267902	3375	1784	778072	0	       0.300	       0.000	 34.0475522	-118.4201983                                                                                                                    
CA	06037269000	5138	2461	2283624	0	       0.882	       0.000	 34.0433250	-118.4043050                                                                                                                   
CA	06037269100	4359	2090	839267	0	       0.324	       0.000	 34.0530704	-118.3948253                                                                                                                    
CA	06037269300	3885	1559	2205505	3034	       0.852	       0.001	 34.0444598	-118.4122005                                                                                                                
CA	06037269500	4043	1451	1394665	0	       0.538	       0.000	 34.0434085	-118.3938372                                                                                                                   
CA	06037269601	3413	1067	333656	0	       0.129	       0.000	 34.0418546	-118.3794518                                                                                                                    
CA	06037269602	3252	1148	290591	0	       0.112	       0.000	 34.0432688	-118.3844820                                                                                                                    
CA	06037269700	4085	1722	897604	0	       0.347	       0.000	 34.0363360	-118.3871530                                                                                                                    
CA	06037269800	3458	1699	467090	0	       0.180	       0.000	 34.0320450	-118.3968111                                                                                                                    
CA	06037269903	3650	1804	283825	0	       0.110	       0.000	 34.0209031	-118.4064763                                                                                                                    
CA	06037269904	3902	2275	337361	0	       0.130	       0.000	 34.0278090	-118.4118790                                                                                                                    
CA	06037269905	2423	1379	238027	0	       0.092	       0.000	 34.0218574	-118.4018807                                                                                                                    
CA	06037269906	2878	1618	207994	0	       0.080	       0.000	 34.0249593	-118.4031746                                                                                                                    
CA	06037269907	2761	1473	276794	0	       0.107	       0.000	 34.0280469	-118.4067099                                                                                                                    
CA	06037270100	4412	2510	570756	0	       0.220	       0.000	 34.0273439	-118.3959685                                                                                                                    
CA	06037270200	3761	1320	758091	6115	       0.293	       0.002	 34.0328855	-118.3797742                                                                                                                 
CA	06037270300	2364	943	963536	13002	       0.372	       0.005	 34.0405392	-118.3718243                                                                                                                 
CA	06037271100	2449	1009	804375	0	       0.311	       0.000	 34.0339126	-118.4268131                                                                                                                    
CA	06037271200	2525	1199	524434	0	       0.202	       0.000	 34.0313917	-118.4420039                                                                                                                    
CA	06037271300	4506	2105	1462583	0	       0.565	       0.000	 34.0259653	-118.4413454                                                                                                                   
CA	06037271400	3391	1381	1149053	0	       0.444	       0.000	 34.0100779	-118.4473996                                                                                                                   
CA	06037271500	2937	1388	910076	0	       0.351	       0.000	 34.0166822	-118.4382414                                                                                                                    
CA	06037271600	4475	2020	899860	3762	       0.347	       0.001	 34.0210549	-118.4304607                                                                                                                 
CA	06037271701	5850	2956	997049	0	       0.385	       0.000	 34.0271150	-118.4192255                                                                                                                    
CA	06037271702	4134	1962	700185	8161	       0.270	       0.003	 34.0251282	-118.4259054                                                                                                                 
CA	06037271801	3635	1793	482787	0	       0.186	       0.000	 34.0167232	-118.4182534                                                                                                                    
CA	06037271802	5911	2766	577404	0	       0.223	       0.000	 34.0198929	-118.4124738                                                                                                                    
CA	06037271901	3087	1354	634304	21016	       0.245	       0.008	 34.0128357	-118.4246723                                                                                                                
CA	06037271902	3877	1888	924201	0	       0.357	       0.000	 34.0096289	-118.4316771                                                                                                                    
CA	06037272100	4354	1836	1199290	0	       0.463	       0.000	 34.0037101	-118.4422881                                                                                                                   
CA	06037272201	2411	1145	260003	0	       0.100	       0.000	 34.0003832	-118.4341265                                                                                                                    
CA	06037272202	3378	1585	309571	0	       0.120	       0.000	 33.9975533	-118.4391488                                                                                                                    
CA	06037272301	2941	1351	604023	0	       0.233	       0.000	 34.0050155	-118.4222404                                                                                                                    
CA	06037272302	4074	1988	505134	0	       0.195	       0.000	 34.0021096	-118.4274418                                                                                                                    
CA	06037273100	2197	1630	1175717	0	       0.454	       0.000	 34.0034867	-118.4597985                                                                                                                   
CA	06037273200	3711	1710	641916	0	       0.248	       0.000	 33.9975862	-118.4669749                                                                                                                    
CA	06037273300	3695	1775	571893	0	       0.221	       0.000	 33.9955518	-118.4722036                                                                                                                    
CA	06037273402	3172	2387	622758	387102	       0.240	       0.149	 33.9917820	-118.4792291                                                                                                               
CA	06037273502	2884	1954	593031	193545	       0.229	       0.075	 33.9867153	-118.4722260                                                                                                               
CA	06037273600	2413	1242	588644	0	       0.227	       0.000	 33.9933608	-118.4599433                                                                                                                    
CA	06037273700	2801	1304	690360	0	       0.267	       0.000	 33.9983793	-118.4526783                                                                                                                    
CA	06037273800	3107	1651	741623	0	       0.286	       0.000	 33.9927102	-118.4512626                                                                                                                    
CA	06037273902	4227	2537	895678	292363	       0.346	       0.113	 33.9831990	-118.4661137                                                                                                               
CA	06037274100	4418	2563	628045	0	       0.242	       0.000	 33.9875224	-118.4489221                                                                                                                    
CA	06037274202	4337	2815	947228	1272689	       0.366	       0.491	 33.9719816	-118.4607130                                                                                                              
CA	06037275101	1177	506	339940	9886	       0.131	       0.004	 33.9992665	-118.4045296                                                                                                                  
CA	06037275102	4226	1395	604526	13715	       0.233	       0.005	 33.9979789	-118.4112469                                                                                                                
CA	06037275200	3887	1669	462845	1250	       0.179	       0.000	 33.9953352	-118.4198974                                                                                                                 
CA	06037275302	4775	2659	1753487	45788	       0.677	       0.018	 33.9838746	-118.4336385                                                                                                               
CA	06037275311	4993	2316	1255118	37063	       0.485	       0.014	 33.9882746	-118.4233089                                                                                                               
CA	06037275400	3349	1944	750987	0	       0.290	       0.000	 33.9906137	-118.4391729                                                                                                                    
CA	06037275500	5207	1688	762042	25712	       0.294	       0.010	 33.9918105	-118.4148705                                                                                                                
CA	06037275602	6470	3739	2516726	70151	       0.972	       0.027	 33.9769997	-118.4172475                                                                                                               
CA	06037275603	2711	1179	997625	30506	       0.385	       0.012	 33.9864759	-118.4066251                                                                                                                
CA	06037276000	5396	2267	2338424	0	       0.903	       0.000	 33.9691783	-118.3890198                                                                                                                   
CA	06037276100	5592	2962	981937	0	       0.379	       0.000	 33.9759315	-118.3730208                                                                                                                    
CA	06037276400	4009	1586	1275965	0	       0.493	       0.000	 33.9668881	-118.4095017                                                                                                                   
CA	06037276500	5063	759	1191958	0	       0.460	       0.000	 33.9665412	-118.4180348                                                                                                                    
CA	06037276601	3838	1754	2232358	7324	       0.862	       0.003	 33.9637725	-118.4345193                                                                                                                
CA	06037276603	5252	3280	454678	0	       0.176	       0.000	 33.9558339	-118.4365003                                                                                                                    
CA	06037276604	3983	2287	838373	0	       0.324	       0.000	 33.9571656	-118.4248557                                                                                                                    
CA	06037277000	5395	2196	2298914	0	       0.888	       0.000	 33.9713675	-118.4003336                                                                                                                   
CA	06037277100	3004	1124	1236717	0	       0.477	       0.000	 33.9652241	-118.3783824                                                                                                                   
CA	06037277200	2490	1134	1041832	0	       0.402	       0.000	 33.9526287	-118.3822385                                                                                                                   
CA	06037277400	1533	728	638935	0	       0.247	       0.000	 33.9490354	-118.3743486                                                                                                                     
CA	06037278001	2458	1012	1614001	779	       0.623	       0.000	 33.9569112	-118.4012000                                                                                                                 
CA	06037278102	3158	1752	1679001	1609995	       0.648	       0.622	 33.9583368	-118.4523916                                                                                                             
CA	06037291110	3510	1194	711350	0	       0.275	       0.000	 33.9200912	-118.2868209                                                                                                                    
CA	06037291120	2210	624	701174	0	       0.271	       0.000	 33.9127934	-118.2869247                                                                                                                     
CA	06037291130	3582	998	1291459	0	       0.499	       0.000	 33.9024424	-118.2871419                                                                                                                    
CA	06037291210	4967	1504	1242660	0	       0.480	       0.000	 33.8886904	-118.2870814                                                                                                                   
CA	06037291220	3353	1012	818695	0	       0.316	       0.000	 33.8771395	-118.2867090                                                                                                                    
CA	06037291300	2601	997	2357846	45833	       0.910	       0.018	 33.8643300	-118.2949002                                                                                                                
CA	06037292000	6543	1950	3998688	1856	       1.544	       0.001	 33.8484731	-118.3021541                                                                                                                
CA	06037293201	6629	2235	1066114	4476	       0.412	       0.002	 33.8308864	-118.3051300                                                                                                                
CA	06037293202	6742	1885	1052402	0	       0.406	       0.000	 33.8204090	-118.3037589                                                                                                                   
CA	06037293301	2805	1078	844984	0	       0.326	       0.000	 33.8111773	-118.3038284                                                                                                                    
CA	06037293302	4720	1569	1119340	0	       0.432	       0.000	 33.8016119	-118.3042086                                                                                                                   
CA	06037293304	4178	1469	569495	0	       0.220	       0.000	 33.7926172	-118.3043149                                                                                                                    
CA	06037293306	2189	804	626711	1884	       0.242	       0.001	 33.7817852	-118.3043557                                                                                                                  
CA	06037293307	2306	905	337461	0	       0.130	       0.000	 33.7873712	-118.3035314                                                                                                                     
CA	06037294110	4140	1081	991216	0	       0.383	       0.000	 33.7979932	-118.2603910                                                                                                                    
CA	06037294120	2370	559	1560996	0	       0.603	       0.000	 33.7957797	-118.2475763                                                                                                                    
CA	06037294200	4951	1359	953769	0	       0.368	       0.000	 33.7948377	-118.2693892                                                                                                                    
CA	06037294301	2448	651	713041	0	       0.275	       0.000	 33.7946618	-118.2795526                                                                                                                     
CA	06037294302	4754	1266	840310	0	       0.324	       0.000	 33.7848764	-118.2782902                                                                                                                    
CA	06037294410	4579	1621	833784	0	       0.322	       0.000	 33.7941280	-118.2898931                                                                                                                    
CA	06037294421	2950	952	664609	0	       0.257	       0.000	 33.7903730	-118.2975664                                                                                                                     
CA	06037294510	4214	1107	518230	0	       0.200	       0.000	 33.7865877	-118.2716940                                                                                                                    
CA	06037294520	3564	913	484078	0	       0.187	       0.000	 33.7868323	-118.2658196                                                                                                                     
CA	06037294610	4065	1162	823808	0	       0.318	       0.000	 33.7873240	-118.2581968                                                                                                                    
CA	06037294620	4219	1087	841598	0	       0.325	       0.000	 33.7874696	-118.2479267                                                                                                                    
CA	06037294701	3019	965	1751947	0	       0.676	       0.000	 33.7780161	-118.2549079                                                                                                                    
CA	06037294810	3991	1020	320464	0	       0.124	       0.000	 33.7795265	-118.2714945                                                                                                                    
CA	06037294820	3579	934	383486	0	       0.148	       0.000	 33.7797819	-118.2656258                                                                                                                     
CA	06037294830	3707	1022	885880	0	       0.342	       0.000	 33.7729434	-118.2670110                                                                                                                    
CA	06037294900	3265	806	644541	0	       0.249	       0.000	 33.7748702	-118.2774453                                                                                                                     
CA	06037295103	4875	2084	2056820	1202	       0.794	       0.000	 33.7626480	-118.2962139                                                                                                                
CA	06037296210	3019	952	559515	0	       0.216	       0.000	 33.7476138	-118.2839528                                                                                                                     
CA	06037296220	4307	1788	536368	0	       0.207	       0.000	 33.7410279	-118.2837798                                                                                                                    
CA	06037296300	4221	1844	1062634	0	       0.410	       0.000	 33.7545886	-118.3012745                                                                                                                   
CA	06037296401	3191	1397	986898	1098	       0.381	       0.000	 33.7411716	-118.3150067                                                                                                                 
CA	06037296402	3091	1143	1045124	0	       0.404	       0.000	 33.7465608	-118.3038543                                                                                                                   
CA	06037296500	3910	1339	901890	6249	       0.348	       0.002	 33.7480876	-118.2927139                                                                                                                 
CA	06037296600	5218	1973	841946	0	       0.325	       0.000	 33.7397829	-118.2923625                                                                                                                    
CA	06037296901	4127	1635	617328	0	       0.238	       0.000	 33.7301628	-118.2945655                                                                                                                    
CA	06037296902	3851	1703	490722	0	       0.189	       0.000	 33.7344542	-118.2956244                                                                                                                    
CA	06037297000	5343	2412	1445268	0	       0.558	       0.000	 33.7330618	-118.3084871                                                                                                                   
CA	06037297110	4679	1727	487479	0	       0.188	       0.000	 33.7346618	-118.2841870                                                                                                                    
CA	06037297120	3315	1192	442951	0	       0.171	       0.000	 33.7280812	-118.2850961                                                                                                                    
CA	06037297201	3475	1430	403962	0	       0.156	       0.000	 33.7249036	-118.2914165                                                                                                                    
CA	06037297202	3423	1487	575787	0	       0.222	       0.000	 33.7247349	-118.2990073                                                                                                                    
CA	06037297300	2374	885	1225292	1164971	       0.473	       0.450	 33.7178352	-118.3150130                                                                                                              
CA	06037297400	3603	1657	2092350	956009	       0.808	       0.369	 33.7208388	-118.3228117                                                                                                              
CA	06037297500	5163	2221	2100162	2159646	       0.811	       0.834	 33.7107078	-118.3025064                                                                                                             
CA	06037297601	2594	1315	751656	1792843	       0.290	       0.692	 33.7081194	-118.2857001                                                                                                              
CA	06037297602	3503	1806	622070	0	       0.240	       0.000	 33.7159024	-118.2903209                                                                                                                    
CA	06037300100	6002	2068	4579335	18656	       1.768	       0.007	 34.2442558	-118.2325716                                                                                                               
CA	06037300200	5546	1977	1897419	5580	       0.733	       0.002	 34.2283768	-118.2386852                                                                                                                
CA	06037300301	6140	2185	6151313	19081	       2.375	       0.007	 34.2510958	-118.2526054                                                                                                               
CA	06037300400	5740	2118	2004005	4708	       0.774	       0.002	 34.2284593	-118.2563984                                                                                                                
CA	06037300501	3868	1336	1329833	0	       0.513	       0.000	 34.2206692	-118.2402637                                                                                                                   
CA	06037300502	6026	2635	1655510	0	       0.639	       0.000	 34.2110063	-118.2257027                                                                                                                   
CA	06037300600	8053	3303	2167248	36667	       0.837	       0.014	 34.2066236	-118.2378916                                                                                                               
CA	06037300701	6144	2253	13297806	59420	       5.134	       0.023	 34.2036810	-118.2519312                                                                                                              
CA	06037300702	5604	2139	11397187	64997	       4.400	       0.025	 34.1823785	-118.2629218                                                                                                              
CA	06037300800	6947	2899	6095433	41009	       2.353	       0.016	 34.1845879	-118.2206020                                                                                                               
CA	06037300901	6463	2356	6950084	3885	       2.683	       0.002	 34.1691011	-118.2059890                                                                                                                
CA	06037300902	1998	734	4391302	7547	       1.695	       0.003	 34.1541923	-118.2004184                                                                                                                 
CA	06037301000	4841	2174	2046211	21482	       0.790	       0.008	 34.1564802	-118.2309561                                                                                                               
CA	06037301100	6491	2854	1330128	14710	       0.514	       0.006	 34.1622943	-118.2471275                                                                                                               
CA	06037301203	4368	1955	547434	0	       0.211	       0.000	 34.1662572	-118.2609478                                                                                                                    
CA	06037301204	4990	2224	408912	0	       0.158	       0.000	 34.1614820	-118.2597444                                                                                                                    
CA	06037301205	2209	755	773299	0	       0.299	       0.000	 34.1684098	-118.2729275                                                                                                                     
CA	06037301206	5363	2015	828425	0	       0.320	       0.000	 34.1631614	-118.2724011                                                                                                                    
CA	06037301300	2016	723	1164883	0	       0.450	       0.000	 34.1750805	-118.2714599                                                                                                                    
CA	06037301400	3865	1350	1576322	16074	       0.609	       0.006	 34.1815516	-118.2829278                                                                                                               
CA	06037301501	1902	612	599882	0	       0.232	       0.000	 34.1752478	-118.2869319                                                                                                                     
CA	06037301502	6908	2589	667447	0	       0.258	       0.000	 34.1723661	-118.2886611                                                                                                                    
CA	06037301601	6198	2356	2269818	1300	       0.876	       0.001	 34.1623874	-118.2865467                                                                                                                
CA	06037301602	3908	1683	1002691	10112	       0.387	       0.004	 34.1621154	-118.2987272                                                                                                               
CA	06037301701	2849	1155	914081	17855	       0.353	       0.007	 34.1584908	-118.2746677                                                                                                                
CA	06037301702	5556	2103	813987	0	       0.314	       0.000	 34.1511527	-118.2691593                                                                                                                    
CA	06037301801	4079	1945	712361	10923	       0.275	       0.004	 34.1556466	-118.2596966                                                                                                                
CA	06037301802	3578	1405	479027	0	       0.185	       0.000	 34.1492141	-118.2597025                                                                                                                    
CA	06037301900	7810	3426	1090392	7068	       0.421	       0.003	 34.1556019	-118.2464109                                                                                                                
CA	06037302002	3532	1888	502790	0	       0.194	       0.000	 34.1491687	-118.2505278                                                                                                                    
CA	06037302003	3578	1463	237181	0	       0.092	       0.000	 34.1487828	-118.2439771                                                                                                                    
CA	06037302004	4214	1700	339800	0	       0.131	       0.000	 34.1488475	-118.2387735                                                                                                                    
CA	06037302102	6439	2761	1037502	0	       0.401	       0.000	 34.1347576	-118.2363625                                                                                                                   
CA	06037302103	5504	2047	550707	0	       0.213	       0.000	 34.1425784	-118.2380190                                                                                                                    
CA	06037302104	3917	1565	571264	0	       0.221	       0.000	 34.1454079	-118.2320864                                                                                                                    
CA	06037302201	3856	1699	497672	0	       0.192	       0.000	 34.1444791	-118.2484454                                                                                                                    
CA	06037302202	5254	1993	511544	0	       0.198	       0.000	 34.1407531	-118.2485559                                                                                                                    
CA	06037302301	3790	1549	700552	0	       0.270	       0.000	 34.1446832	-118.2632446                                                                                                                    
CA	06037302302	4895	1827	633035	0	       0.244	       0.000	 34.1403264	-118.2617830                                                                                                                    
CA	06037302401	5944	2252	1371141	0	       0.529	       0.000	 34.1316179	-118.2597456                                                                                                                   
CA	06037302503	4330	1524	326626	0	       0.126	       0.000	 34.1376048	-118.2473422                                                                                                                    
CA	06037302504	4234	1512	377187	0	       0.146	       0.000	 34.1351285	-118.2491936                                                                                                                    
CA	06037302505	3749	1504	536495	0	       0.207	       0.000	 34.1273036	-118.2530810                                                                                                                    
CA	06037302506	3534	1369	905408	853	       0.350	       0.000	 34.1277465	-118.2463128                                                                                                                  
CA	06037310100	5849	2084	13135909	58294	       5.072	       0.023	 34.2073831	-118.3073649                                                                                                              
CA	06037310201	5466	2130	1100126	0	       0.425	       0.000	 34.1922052	-118.3045921                                                                                                                   
CA	06037310202	4985	1916	915005	0	       0.353	       0.000	 34.1865849	-118.2959084                                                                                                                    
CA	06037310300	2987	1082	1061198	0	       0.410	       0.000	 34.1991485	-118.3178553                                                                                                                   
CA	06037310400	3379	1351	1406714	0	       0.543	       0.000	 34.2026771	-118.3354064                                                                                                                   
CA	06037310501	3205	1144	1965650	0	       0.759	       0.000	 34.1946547	-118.3394509                                                                                                                   
CA	06037310601	5716	2488	1027707	0	       0.397	       0.000	 34.1936348	-118.3272409                                                                                                                   
CA	06037310602	2655	1159	890966	0	       0.344	       0.000	 34.1920712	-118.3179763                                                                                                                    
CA	06037310701	2361	1177	515340	0	       0.199	       0.000	 34.1853923	-118.3128440                                                                                                                    
CA	06037310702	7104	3890	1052282	0	       0.406	       0.000	 34.1811412	-118.3067629                                                                                                                   
CA	06037310703	5114	2177	998848	0	       0.386	       0.000	 34.1758933	-118.3002133                                                                                                                    
CA	06037310800	4909	2092	2136457	8520	       0.825	       0.003	 34.1741488	-118.3221829                                                                                                                
CA	06037310900	6870	2570	2172993	0	       0.839	       0.000	 34.1813842	-118.3309896                                                                                                                   
CA	06037311000	3755	1480	1321818	684	       0.510	       0.000	 34.1848980	-118.3441650                                                                                                                 
CA	06037311100	3897	1399	1704849	0	       0.658	       0.000	 34.1856903	-118.3546268                                                                                                                   
CA	06037311200	3138	1322	989257	0	       0.382	       0.000	 34.1720062	-118.3531198                                                                                                                    
CA	06037311300	3811	1525	1221865	0	       0.472	       0.000	 34.1741462	-118.3431013                                                                                                                   
CA	06037311400	2274	1036	939059	0	       0.363	       0.000	 34.1622732	-118.3493170                                                                                                                    
CA	06037311500	5633	2502	1494636	1603	       0.577	       0.001	 34.1648374	-118.3382685                                                                                                                
CA	06037311600	7249	4124	2808933	6146	       1.085	       0.002	 34.1531211	-118.3390315                                                                                                                
CA	06037311700	6137	2768	2350617	2257	       0.908	       0.001	 34.1630509	-118.3203385                                                                                                                
CA	06037311801	3033	1368	576414	8023	       0.223	       0.003	 34.1661607	-118.3062080                                                                                                                 
CA	06037311802	3813	1525	811370	12177	       0.313	       0.005	 34.1710001	-118.3112874                                                                                                                
CA	06037320000	0	0	1206707	37204	       0.466	       0.014	 34.1387609	-118.3509328                                                                                                                     
CA	06037320100	7144	1773	1900520	0	       0.734	       0.000	 34.2948569	-118.4273952                                                                                                                   
CA	06037320201	3756	1135	918376	0	       0.355	       0.000	 34.2860283	-118.4396292                                                                                                                    
CA	06037320202	5797	1519	1615102	0	       0.624	       0.000	 34.2897466	-118.4345092                                                                                                                   
CA	06037320300	6948	1864	1714691	0	       0.662	       0.000	 34.2821477	-118.4458616                                                                                                                   
CA	06037400204	6454	2192	7271689	248945	       2.808	       0.096	 34.1305665	-117.7540975                                                                                                              
CA	06037400205	3204	1055	23305944	343296	       8.998	       0.133	 34.1521556	-117.7176795                                                                                                             
CA	06037400206	5328	1837	3702237	4480	       1.429	       0.002	 34.1274400	-117.7152836                                                                                                                
CA	06037400207	4798	1585	5426152	4866	       2.095	       0.002	 34.1336074	-117.7783303                                                                                                                
CA	06037400302	3016	1177	1302061	0	       0.503	       0.000	 34.1140670	-117.7893657                                                                                                                   
CA	06037400304	6714	2560	3139310	4532	       1.212	       0.002	 34.1049693	-117.7979719                                                                                                                
CA	06037400402	4125	1448	4388948	0	       1.695	       0.000	 34.1356427	-117.8240886                                                                                                                   
CA	06037400403	3815	1416	12904730	6526	       4.983	       0.003	 34.1467498	-117.8007925                                                                                                               
CA	06037400404	4453	1526	15816965	337871	       6.107	       0.130	 34.1537602	-117.8287768                                                                                                             
CA	06037400501	2126	734	10871564	11409	       4.198	       0.004	 34.1611414	-117.8642543                                                                                                               
CA	06037400602	4719	1476	1541333	1766	       0.595	       0.001	 34.1381275	-117.9091006                                                                                                                
CA	06037400603	5249	1989	8868866	8985	       3.424	       0.003	 34.1546148	-117.9217301                                                                                                                
CA	06037400604	2980	1069	4822897	924	       1.862	       0.000	 34.1521342	-117.8943529                                                                                                                 
CA	06037400800	3967	826	2631276	960	       1.016	       0.000	 34.1385557	-117.8882752                                                                                                                  
CA	06037400900	4086	1540	1967056	0	       0.759	       0.000	 34.1360086	-117.8769191                                                                                                                   
CA	06037401001	3140	1059	1415589	34302	       0.547	       0.013	 34.1408729	-117.8524608                                                                                                               
CA	06037401002	3973	1707	1473432	0	       0.569	       0.000	 34.1415042	-117.8658886                                                                                                                   
CA	06037401101	5663	2111	3011927	3558	       1.163	       0.001	 34.1234558	-117.8541745                                                                                                                
CA	06037401102	3101	1195	1282146	0	       0.495	       0.000	 34.1310435	-117.8666620                                                                                                                   
CA	06037401201	3110	1097	2339907	1381	       0.903	       0.001	 34.1250330	-117.8360111                                                                                                                
CA	06037401202	4371	1406	3146356	37415	       1.215	       0.014	 34.1133365	-117.8336970                                                                                                               
CA	06037401203	5216	1739	1902770	1630	       0.735	       0.001	 34.1111653	-117.8537840                                                                                                                
CA	06037401303	2199	777	5911571	3931	       2.282	       0.002	 34.0712985	-117.8250298                                                                                                                 
CA	06037401304	5642	2123	10590616	994226	       4.089	       0.384	 34.0880830	-117.8147951                                                                                                             
CA	06037401311	6521	2473	4276340	0	       1.651	       0.000	 34.1111836	-117.8144748                                                                                                                   
CA	06037401312	5575	2057	2807836	0	       1.084	       0.000	 34.0988537	-117.8289334                                                                                                                   
CA	06037401500	5572	1914	3745623	25481	       1.446	       0.010	 34.0978630	-117.7766343                                                                                                               
CA	06037401601	5034	2209	2595827	1576	       1.002	       0.001	 34.1170701	-117.7643631                                                                                                                
CA	06037401602	5282	1928	2025764	0	       0.782	       0.000	 34.1060815	-117.7639908                                                                                                                   
CA	06037401603	2913	1340	1857821	81053	       0.717	       0.031	 34.1095896	-117.7806216                                                                                                               
CA	06037401701	4137	1754	1995547	0	       0.770	       0.000	 34.1143655	-117.7435320                                                                                                                   
CA	06037401703	4176	1563	1163023	0	       0.449	       0.000	 34.1016015	-117.7524610                                                                                                                   
