tract,hh_type1_income_min,hh_type1_income_max,hh_type1_income,hh_type1_size,hh_type1_workers,hh_type1_ht,hh_type1_h,hh_type1_t,hh_type1_autos,hh_type1_vmt,hh_type1_transit_trips,hh_type1_ht_own,hh_type1_h_own,hh_type1_t_own,hh_type1_autos_own,hh_type1_vmt_own,hh_type1_transit_trips_own,hh_type1_ht_rent,hh_type1_h_rent,hh_type1_t_rent,hh_type1_autos_rent,hh_type1_vmt_rent,hh_type1_transit_trips_rent,hh_type2_income_min,hh_type2_income_max,hh_type2_income,hh_type2_size,hh_type2_workers,hh_type2_ht,hh_type2_h,hh_type2_t,hh_type2_autos,hh_type2_vmt,hh_type2_transit_trips,hh_type2_ht_own,hh_type2_h_own,hh_type2_t_own,hh_type2_autos_own,hh_type2_vmt_own,hh_type2_transit_trips_own,hh_type2_ht_rent,hh_type2_h_rent,hh_type2_t_rent,hh_type2_autos_rent,hh_type2_vmt_rent,hh_type2_transit_trips_rent,hh_type3_income_min,hh_type3_income_max,hh_type3_income,hh_type3_size,hh_type3_workers,hh_type3_ht,hh_type3_h,hh_type3_t,hh_type3_autos,hh_type3_vmt,hh_type3_transit_trips,hh_type3_ht_own,hh_type3_h_own,hh_type3_t_own,hh_type3_autos_own,hh_type3_vmt_own,hh_type3_transit_trips_own,hh_type3_ht_rent,hh_type3_h_rent,hh_type3_t_rent,hh_type3_autos_rent,hh_type3_vmt_rent,hh_type3_transit_trips_rent,hh_type4_income_min,hh_type4_income_max,hh_type4_income,hh_type4_size,hh_type4_workers,hh_type4_ht,hh_type4_h,hh_type4_t,hh_type4_autos,hh_type4_vmt,hh_type4_transit_trips,hh_type4_ht_own,hh_type4_h_own,hh_type4_t_own,hh_type4_autos_own,hh_type4_vmt_own,hh_type4_transit_trips_own,hh_type4_ht_rent,hh_type4_h_rent,hh_type4_t_rent,hh_type4_autos_rent,hh_type4_vmt_rent,hh_type4_transit_trips_rent,hh_type5_income_min,hh_type5_income_max,hh_type5_income,hh_type5_size,hh_type5_workers,hh_type5_ht,hh_type5_h,hh_type5_t,hh_type5_autos,hh_type5_vmt,hh_type5_transit_trips,hh_type5_ht_own,hh_type5_h_own,hh_type5_t_own,hh_type5_autos_own,hh_type5_vmt_own,hh_type5_transit_trips_own,hh_type5_ht_rent,hh_type5_h_rent,hh_type5_t_rent,hh_type5_autos_rent,hh_type5_vmt_rent,hh_type5_transit_trips_rent,hh_type6_income_min,hh_type6_income_max,hh_type6_income,hh_type6_size,hh_type6_workers,hh_type6_ht,hh_type6_h,hh_type6_t,hh_type6_autos,hh_type6_vmt,hh_type6_transit_trips,hh_type6_ht_own,hh_type6_h_own,hh_type6_t_own,hh_type6_autos_own,hh_type6_vmt_own,hh_type6_transit_trips_own,hh_type6_ht_rent,hh_type6_h_rent,hh_type6_t_rent,hh_type6_autos_rent,hh_type6_vmt_rent,hh_type6_transit_trips_rent,hh_type7_income_min,hh_type7_income_max,hh_type7_income,hh_type7_size,hh_type7_workers,hh_type7_ht,hh_type7_h,hh_type7_t,hh_type7_autos,hh_type7_vmt,hh_type7_transit_trips,hh_type7_ht_own,hh_type7_h_own,hh_type7_t_own,hh_type7_autos_own,hh_type7_vmt_own,hh_type7_transit_trips_own,hh_type7_ht_rent,hh_type7_h_rent,hh_type7_t_rent,hh_type7_autos_rent,hh_type7_vmt_rent,hh_type7_transit_trips_rent,hh_type8_income_min,hh_type8_income_max,hh_type8_income,hh_type8_size,hh_type8_workers,hh_type8_ht,hh_type8_h,hh_type8_t,hh_type8_autos,hh_type8_vmt,hh_type8_transit_trips,hh_type8_ht_own,hh_type8_h_own,hh_type8_t_own,hh_type8_autos_own,hh_type8_vmt_own,hh_type8_transit_trips_own,hh_type8_ht_rent,hh_type8_h_rent,hh_type8_t_rent,hh_type8_autos_rent,hh_type8_vmt_rent,hh_type8_transit_trips_rent
'06013304002',77183,77183,77183,2.65,1.19,46.07162,28.78858,17.28304,2.14987,24856.2,0,48.71029,30.11544,18.59485,2.41,24856.2,0,42.92851,27.20806,15.72044,1.84,24856.2,0,11720,11720,11720,1,1,212.10286,141.79857,70.3043,1.36832,18235.8,0,254.86872,179.18089,75.68783,1.56,18235.8,0,161.16118,97.26962,63.89156,1.14,18235.8,0,29126,29126,29126,1,1,86.80917,54.76433,32.04485,1.55832,19240.2,0,106.46181,72.10053,34.36128,1.75,19240.2,0,63.39942,34.11385,29.28556,1.33,19240.2,0,58251,58251,58251,1,1,46.61467,28.72706,17.88762,1.69832,20599.92,0,55.15931,36.05088,19.10843,1.89,20599.92,0,36.43651,20.00309,16.43342,1.47,20599.92,0,61746,61746,61746,2,0,49.32813,36.21839,13.10974,1.69617,7439.04,3.40783,52.89999,38.0721,14.82788,1.97,7439.04,0,45.07343,34.0103,11.06313,1.37,7439.04,7.46716,32200,32200,32200,3,1,87.51448,52.66564,34.84884,1.96617,21463.92,5.27462,103.0443,65.21739,37.82691,2.24,21463.92,1.86679,69.01572,37.71429,31.30144,1.64,21463.92,9.33395,61746,61746,61746,2.65,1.19,49.78286,28.70639,21.07647,2.10443,24112.08,0,56.69778,34.0103,22.68748,2.36,24112.08,0,41.54598,22.38849,19.15748,1.8,24112.08,0,92620,92620,92620,4,2,42.39623,24.7581,17.63813,2.5453,32144.04,0,45.25879,26.50831,18.75048,2.81,32144.04,0,38.98642,22.67329,16.31313,2.23,32144.04,0
'06013304003',77183,77183,77183,2.65,1.19,50.34011,32.60263,17.73748,2.1574,25929.72,74.23591,54.86943,36.53476,18.33467,2.26968,26046.04229,74.69921,36.85198,20.89288,15.9591,1.82306,25583.31669,72.85621,11720,11720,11720,1,1,246.69696,170.85823,75.83873,1.34299,21422.06028,55.19698,272.15837,194.07514,78.08323,1.41968,21524.35704,48.01327,170.87388,101.71918,69.1547,1.11463,21117.42446,76.58979,29126,29126,29126,1,1,101.93117,68.41384,33.51733,1.52551,21713.78443,34.54207,112.5382,78.09382,34.44439,1.59968,21818.6955,26.16268,70.34385,39.58725,30.7566,1.30463,21401.36331,59.49555,58251,58251,58251,1,1,55.43666,37.16721,18.26945,1.66802,22109.44139,22.98064,60.76046,42.01554,18.74492,1.73968,22217.81595,15.63544,39.58259,22.72905,16.85354,1.45463,21786.70612,44.85437,61746,61746,61746,2,0,54.41565,40.44891,13.96675,1.70986,9184.77773,91.57352,60.73241,45.98829,14.74412,1.82968,9270.94179,89.08264,35.60459,23.95283,11.65176,1.35306,8928.18446,98.99126,32200,32200,32200,3,1,103.87983,66.90042,36.97941,1.97774,23956.98931,107.34168,113.44148,75.0508,38.39069,2.09968,24066.82091,109.61732,75.4056,42.62892,32.77668,1.61463,23629.91504,100.56492,61746,61746,61746,2.65,1.19,60.20436,38.43818,21.76618,2.1078,25605.17551,79.39543,65.481,42.97029,22.51072,2.21968,25719.99919,80.29957,44.49073,24.94174,19.54899,1.77463,25263.23504,76.70293,92620,92620,92620,4,2,46.31577,28.37623,17.93954,2.55277,32840.68488,77.06712,49.92472,31.45903,18.46569,2.66968,32969.47471,81.61548,35.56844,19.19575,16.37269,2.20463,32457.15372,63.52227
'06013304004',77183,77183,77183,2.65,1.19,48.04728,30.80013,17.24715,2.07012,25121.11105,159.83663,47.97241,30.67155,17.30087,2.08101,25120.87042,159.21614,49.02576,32.48068,16.54507,1.92774,25124.256,167.94611,11720,11720,11720,1,1,240.29669,166.27942,74.01726,1.2344,21566.6822,134.7665,238.21098,164.21083,74.00016,1.23491,21568.51832,131.94214,267.55589,193.31503,74.24086,1.22774,21542.68487,171.67969,29126,29126,29126,1,1,99.41323,66.90911,32.50411,1.41511,21607.24361,114.40719,98.56503,66.07673,32.4883,1.41491,21609.30467,111.40746,110.49878,77.78796,32.71082,1.41774,21580.30643,153.61242,58251,58251,58251,1,1,51.79962,34.2149,17.58471,1.55559,21662.68272,97.82876,51.46354,33.89031,17.57322,1.55491,21665.04719,94.60635,56.19208,38.4572,17.73488,1.56452,21631.78017,139.94427,61746,61746,61746,2,0,52.51893,38.91166,13.60726,1.62847,9063.03093,174.50904,52.46526,38.7824,13.68286,1.64101,9063.06754,173.01151,53.22034,40.60112,12.61922,1.46452,9062.55235,194.08116,32200,32200,32200,3,1,97.51402,61.17854,36.33548,1.90138,23644.23909,193.6269,96.97737,60.49516,36.48221,1.91491,23642.90515,193.54619,104.52781,70.11007,34.41774,1.72452,23661.67304,194.68178,61746,61746,61746,2.65,1.19,56.27905,35.05592,21.22313,2.02422,24945.47488,164.24631,55.9207,34.63163,21.28907,2.03491,24945.10347,163.67756,60.96252,40.60112,20.3614,1.88452,24950.32904,171.67969,92620,92620,92620,4,2,44.4833,27.00198,17.48132,2.4728,31642.8893,165.05164,44.52949,26.99699,17.5325,2.48491,31640.66084,165.54435,43.8796,27.06712,16.81248,2.31452,31672.01426,158.61217
'06013304005',77183,77183,77183,2.65,1.19,47.01296,28.92858,18.08438,2.22719,26156.21524,40.00077,48.65396,30.25776,18.39621,2.2842,26247.48249,40.38128,39.1839,22.58719,16.5967,1.95523,25720.78848,38.18538,11720,11720,11720,1,1,254.5992,177.89026,76.70894,1.4045,21189.17356,18.4726,256.85525,179.18089,77.67436,1.43788,21239.55894,13.55815,243.83581,171.7328,72.10301,1.24523,20948.79009,41.91896,29126,29126,29126,1,1,105.75343,71.65851,34.09492,1.59145,21613.53708,4.02902,106.61601,72.10053,34.51548,1.6242,21678.65568,0,101.63816,69.54968,32.08848,1.43523,21302.86291,23.25106,58251,58251,58251,1,1,54.52442,35.86513,18.65929,1.73319,22188.15039,1.8087,54.93241,36.05088,18.88153,1.7642,22273.1757,0,52.5779,34.97889,17.59901,1.58523,21782.50328,10.43784,61746,61746,61746,2,0,50.45785,36.07498,14.38286,1.782,9321.36412,55.98365,53.05623,38.26227,14.79396,1.8442,9389.74427,54.62751,38.06122,25.63964,12.42157,1.48523,8995.12941,62.45364,32200,32200,32200,3,1,102.54251,64.89938,37.64313,2.05331,23940.35652,73.2835,103.6122,65.21739,38.39481,2.11788,24000.58279,75.1622,97.43913,63.38219,34.05694,1.74523,23653.02316,64.32043,61746,61746,61746,2.65,1.19,55.09218,32.86775,22.22443,2.18546,25753.65103,45.27765,56.75609,34.13301,22.62308,2.2442,25836.2583,45.98165,47.15384,26.83134,20.3225,1.90523,25359.54019,41.91896,92620,92620,92620,4,2,43.90912,25.65041,18.25871,2.62373,33177.63361,43.68628,45.16994,26.63032,18.53962,2.6842,33276.77358,47.16036,37.89388,20.97539,16.91849,2.33523,32704.64693,27.11179
'06013305000',77183,77183,77183,2.65,1.19,37.2097,24.10027,13.10942,1.61055,18339.32064,126.18461,44.92345,29.45487,15.46858,2.05666,19270.71535,55.36602,35.40207,22.84548,12.55658,1.50601,18121.05877,142.78015,11720,11720,11720,1,1,136.62088,85.56773,51.05315,0.87908,14207.22643,124.87137,179.23948,118.77387,60.46561,1.20797,14951.70178,33.03385,126.63369,77.78624,48.84745,0.80201,14032.76701,146.39245,29126,29126,29126,1,1,62.86517,39.39049,23.47468,1.06839,14603.70773,108.35537,78.67404,51.18852,27.48552,1.39156,15395.09792,19.55508,59.16054,36.62575,22.53479,0.99266,14418.25434,129.16472,58251,58251,58251,1,1,40.76885,27.60024,13.16861,1.21384,15141.25844,97.41956,46.39857,31.11859,15.27997,1.53156,15995.99495,14.09334,39.44959,26.77576,12.67384,1.13939,14940.96056,116.94613,61746,61746,61746,2,0,38.80609,30.16983,8.63626,1.14829,3241.65553,149.42737,48.69137,37.05213,11.63924,1.61302,4062.48149,66.78393,36.48959,28.55704,7.93255,1.03939,3049.3042,168.79393,32200,32200,32200,3,1,72.71814,46.54497,26.17317,1.41325,16165.74756,153.03989,86.42066,54.84109,31.57957,1.88797,17008.98149,84.32436,69.50711,44.60087,24.90624,1.30201,15968.14517,169.1426,61746,61746,61746,2.65,1.19,45.73734,29.74711,15.99022,1.566,17953.17344,130.1568,53.74127,34.82554,18.91574,2.00978,18857.20366,59.38608,43.8617,28.55704,15.30466,1.46201,17741.32413,146.74112,92620,92620,92620,4,2,34.08333,20.22607,13.85727,1.99945,24395.44195,120.11667,41.20597,25.29669,15.90928,2.45797,25402.34584,60.64755,32.41422,19.03782,13.3764,1.89201,24159.48536,134.05259
'06013306002',77183,77183,77183,2.65,1.19,47.38856,30.25512,17.13344,2.09228,24961.03893,61.03417,48.84622,31.44033,17.40589,2.1465,24964.60648,60.0089,39.41073,23.76844,15.64228,1.79551,24941.51353,66.6455,11720,11720,11720,1,1,192.99429,120.71634,72.27795,1.26784,20666.49536,44.65098,200.24986,127.09016,73.1597,1.30115,20668.63589,39.95011,153.28416,85.83209,67.45207,1.08551,20654.78012,70.37908,29126,29126,29126,1,1,81.22321,49.15764,32.06557,1.45008,20940.72144,32.63514,83.56438,51.13976,32.42462,1.48115,20943.25011,28.96383,68.40984,38.30937,30.10047,1.28006,20926.88192,52.72842,58251,58251,58251,1,1,46.60963,29.10379,17.50584,1.59093,21310.49206,23.64657,48.00861,30.31829,17.69033,1.62115,21313.54595,19.97505,38.9529,22.45677,16.49613,1.42551,21293.77796,43.741,61746,61746,61746,2,0,51.36649,38.00301,13.36348,1.64764,8638.21865,76.96491,53.4868,39.75805,13.72874,1.7065,8641.23125,74.07518,39.76195,28.39758,11.36437,1.32551,8621.73054,92.78055,32200,32200,32200,3,1,86.88138,51.16739,35.71399,1.92003,23027.84392,94.48441,89.16173,52.77728,36.38445,1.98115,23030.68805,94.60987,74.4009,42.35638,32.04452,1.58551,23012.27784,93.79778,61746,61746,61746,2.65,1.19,55.43341,34.39559,21.03782,2.04621,24647.88488,66.50329,56.76437,35.38122,21.38315,2.10115,24651.22451,65.60927,48.14903,29.00121,19.14782,1.74551,24629.60695,71.39631,92620,92620,92620,4,2,44.02344,26.62495,17.39848,2.48919,31652.78487,65.90578,45.31468,27.67204,17.64263,2.5465,31656.80166,67.47606,36.95641,20.89418,16.06222,2.17551,31630.80072,57.31155
'06013306003',77183,77183,77183,2.65,1.19,45.0591,29.97969,15.07942,1.83994,21297.26281,151.23037,48.46421,32.34859,16.11561,2.05256,21297.59308,131.842,41.07513,27.20806,13.86706,1.59118,21296.8764,173.91477,11720,11720,11720,1,1,163.64191,101.59497,62.04694,1.05733,17539.77857,138.14026,185.89026,120.02822,65.86204,1.20788,17540.09308,104.37267,137.61135,80.02807,57.58327,0.88118,17539.4106,177.64834,29126,29126,29126,1,1,73.20086,45.3992,27.80167,1.24577,17708.05016,118.79383,81.55941,52.15866,29.40076,1.39256,17708.34808,83.30548,63.42136,37.49063,25.93073,1.07403,17707.7016,160.31521,58251,58251,58251,1,1,43.01729,27.75719,15.26011,1.38907,17935.63839,104.03587,48.78202,32.69802,16.084,1.53256,17935.91308,67.4976,36.27256,21.97641,14.29615,1.22118,17935.317,146.78565,61746,61746,61746,2,0,48.71442,37.72865,10.98577,1.38612,5714.50956,170.60691,53.26142,40.90673,12.35469,1.61256,5714.73346,145.44204,43.39443,34.0103,9.38413,1.12118,5714.2476,200.04982,32200,32200,32200,3,1,81.18003,50.11742,31.06261,1.65438,19583.65244,182.2937,91.08089,57.53834,33.54255,1.88788,19584.02077,165.97672,69.59601,41.43494,28.16107,1.38118,19583.2215,201.38457,61746,61746,61746,2.65,1.19,53.784,35.30221,18.48179,1.79281,21046.05581,155.90165,56.19904,36.40641,19.79263,2.00788,21046.39615,136.56881,50.9584,34.0103,16.9481,1.54118,21045.6576,178.52107,92620,92620,92620,4,2,41.37298,25.80075,15.57223,2.23073,27618.06422,150.48409,44.95965,28.47379,16.48586,2.45256,27618.46269,138.4356,37.17657,22.67329,14.50328,1.97118,27617.598,164.58082
'06013306004',77183,77183,77183,2.65,1.19,40.59298,25.72754,14.86544,1.80644,21165.0381,145.45648,48.06298,31.49792,16.56506,2.1095,22204.206,92.83544,34.70182,21.17678,13.52504,1.56743,20345.50505,186.95572,11720,11720,11720,1,1,170.9978,110.02537,60.97243,1.0403,17213.49714,136.02046,196.60044,128.75427,67.84617,1.2595,18110.1636,66.70038,150.80644,95.25495,55.55149,0.86743,16506.34694,190.6893,29126,29126,29126,1,1,72.30859,44.89739,27.4112,1.22796,17456.15238,118.33535,82.10363,51.80938,30.29425,1.4442,18352.5912,48.25651,64.5838,39.4463,25.1375,1.05743,16749.1817,173.60258,58251,58251,58251,1,1,40.53511,25.45385,15.08126,1.36796,17784.5181,107.05066,46.97965,30.37606,16.60359,1.5842,18680.274,41.23738,35.45267,21.57198,13.88069,1.19743,17078.08599,158.95388,61746,61746,61746,2,0,41.87206,31.26559,10.60648,1.34966,5281.39619,166.65293,52.59734,39.82878,12.76855,1.6695,6155.0712,107.76975,33.41365,24.51228,8.90137,1.09743,4592.37804,213.09077,32200,32200,32200,3,1,77.12956,46.72684,30.40272,1.61407,19271.55238,176.59103,87.29103,52.8887,34.40233,1.9395,20330.5248,128.30443,69.11578,41.86733,27.24845,1.35743,18436.40063,214.67195,61746,61746,61746,2.65,1.19,48.01252,29.82553,18.18699,1.75729,20869.46286,150.01315,55.74426,35.43562,20.30863,2.0595,21908.8584,98.4358,41.91493,25.40117,16.51376,1.51896,20049.75028,190.6893,92620,92620,92620,4,2,38.39125,22.99129,15.39997,2.19526,27560.57333,143.53042,44.63084,27.72205,16.9088,2.5095,28742.9256,100.30259,33.47044,19.2604,14.21004,1.94743,26628.11886,177.62177
'06013307101',77183,77183,77183,2.65,1.19,46.44795,30.52714,15.92081,1.97731,22120.25077,116.53739,48.40879,31.86645,16.54234,2.08693,22438.55507,109.1424,41.183,26.93103,14.25198,1.68297,21265.59118,136.39322,11720,11720,11720,1,1,187.01183,121.04847,65.96336,1.16749,18288.39077,98.50771,198.37776,129.97808,68.39968,1.23993,18626.89408,83.00735,156.49385,97.0721,59.42175,0.97297,17379.49606,140.1268,29126,29126,29126,1,1,80.29572,50.88874,29.40697,1.35471,18425.15615,77.52361,83.81388,53.44867,30.36521,1.42239,18747.62393,61.06573,70.8493,44.01522,26.83407,1.17297,17559.31748,121.71369,58251,58251,58251,1,1,46.20046,30.13767,16.06279,1.49471,18611.08923,62.69168,48.73366,32.17847,16.55519,1.56239,18912.01196,45.67156,39.39871,24.65805,14.74067,1.31297,17803.09984,108.39138,61746,61746,61746,2,0,50.26276,38.27277,11.98999,1.52917,6293.40308,134.07377,53.11684,40.29975,12.81709,1.64693,6626.91273,124.07671,42.59944,32.83026,9.76918,1.21297,5397.91654,160.91627,32200,32200,32200,3,1,86.93089,53.85953,33.07135,1.80043,20482.50308,149.54259,91.35566,56.75139,34.60427,1.92239,20839.48258,144.6114,75.05018,46.09478,28.9554,1.47297,19523.99906,162.78305,61746,61746,61746,2.65,1.19,54.68853,35.14093,19.5476,1.93129,21887.27077,121.70031,56.19769,35.85973,20.33796,2.04239,22215.07848,114.74277,50.63639,33.21094,17.42545,1.63297,21007.09417,140.38158,92620,92620,92620,4,2,43.05455,26.71438,16.34017,2.37407,28610.37692,119.07829,44.94424,28.04981,16.89444,2.48993,28940.05267,116.60956,37.98066,23.12873,14.85194,2.06297,27725.18457,125.70695
'06013307102',77183,77183,77183,2.65,1.19,41.01809,26.57287,14.44522,1.78599,20069.75375,127.59892,47.05073,31.41875,15.63198,2.01351,20373.76462,106.44294,35.18208,21.88495,13.29713,1.56588,19775.65243,148.0653,11720,11720,11720,1,1,157.00411,98.77953,58.22458,1.00933,16276.09079,116.47882,166.19632,103.50378,62.69254,1.16351,16613.75697,79.56432,148.11154,94.20928,53.90226,0.86017,15949.4312,152.19006,29126,29126,29126,1,1,69.06304,42.81526,26.24778,1.19728,16455.26982,96.99904,74.66366,46.54573,28.11792,1.34934,16777.87408,58.68593,63.64497,39.20638,24.43859,1.05017,16143.18119,134.0633,58251,58251,58251,1,1,41.41381,26.9371,14.47671,1.3413,16698.20847,81.98961,45.7333,30.30805,15.42524,1.48934,17000.41906,42.22853,37.23513,23.67602,13.5591,1.19808,16405.84875,120.45464,61746,61746,61746,2,0,43.47944,33.17448,10.30496,1.33186,4833.65439,147.65199,51.61966,39.74115,11.87851,1.57351,5182.9226,120.63368,35.60456,26.82186,8.7827,1.09808,4495.77094,173.78962,32200,32200,32200,3,1,77.76048,48.18596,29.57452,1.59678,18371.22178,158.69809,85.24504,52.84033,32.40472,1.84351,18711.31971,141.16837,70.51988,43.68331,26.83657,1.35808,18042.20969,175.65641,61746,61746,61746,2.65,1.19,47.42786,29.7436,17.68427,1.73842,19811.69127,132.35868,54.53179,35.35944,19.17235,1.96619,20124.59783,111.29974,40.5555,24.31081,16.24469,1.51808,19508.98421,152.73119,92620,92620,92620,4,2,38.11821,23.09165,15.02656,2.17694,26314.20256,125.95195,43.72065,27.65569,16.06496,2.41351,26610.92578,113.16652,32.69838,18.67638,14.022,1.94808,26027.15134,138.32062
'06013307201',77183,77183,77183,2.65,1.19,38.91402,24.88371,14.03031,1.74052,19297.49983,135.40909,47.19794,31.30618,15.89176,2.04139,20917.29,94.81734,31.22509,18.92252,12.30256,1.46125,17794.04818,173.08541,11720,11720,11720,1,1,136.6972,80.4563,56.2409,0.97312,15671.16413,123.86602,145.61889,81.0375,64.58139,1.20139,17175.255,66.8155,128.4163,79.91684,48.49945,0.76125,14275.10188,176.81899,29126,29126,29126,1,1,71.6729,46.21844,25.45446,1.15831,15926.40206,105.26767,74.88687,46.07633,28.81054,1.38139,17311.56857,46.28082,68.68976,46.35034,22.33942,0.95125,14640.72265,160.01789,58251,58251,58251,1,1,41.12374,27.01332,14.11042,1.3035,16271.99072,90.40289,46.86686,31.099,15.76786,1.52139,17495.50071,29.47972,35.79312,23.22109,12.57202,1.10125,15136.35713,146.95036,61746,61746,61746,2,0,41.2642,31.29952,9.96469,1.29014,4540.34579,155.25376,51.85815,39.5374,12.32075,1.60139,6097.24714,107.88487,31.43115,23.65331,7.77784,1.00125,3095.26608,199.22046,32200,32200,32200,3,1,76.59156,47.98825,28.60331,1.55977,17405.65444,166.10681,87.31457,54.14752,33.16705,1.88139,19363.67357,128.41955,66.63872,42.27137,24.36735,1.26125,15588.26652,201.08725,61746,61746,61746,2.65,1.19,46.64078,29.44196,17.19882,1.70052,18995.01318,140.11083,55.22465,35.67854,19.54611,2.00139,20684.94857,98.55092,38.67342,23.65331,15.02011,1.42125,17426.45436,178.68578,92620,92620,92620,4,2,35.9737,21.35822,14.61549,2.13533,25167.93628,133.26416,43.64962,27.38026,16.26936,2.44139,27106.605,100.41771,28.8491,15.7687,13.08039,1.85125,23368.50895,163.75146
'06013307202',77183,77183,77183,2.65,1.19,36.03355,24.22994,11.80362,1.39781,16219.19447,296.13416,44.84259,30.66784,14.17475,1.78343,18526.48792,204.07372,33.58708,22.44198,11.1451,1.29072,15578.40542,321.70149,11720,11720,11720,1,1,130.6633,85.24229,45.42101,0.6592,13338.35336,293.03718,141.42746,85.33026,56.09719,0.93509,15831.70473,176.38191,127.67384,85.21786,42.45598,0.58258,12645.8917,325.43507,29126,29126,29126,1,1,59.44084,38.46074,20.9801,0.85339,13558.53733,274.81807,70.33034,45.12438,25.20597,1.11509,15963.96848,155.5372,56.41657,36.61009,19.80648,0.78072,12890.49315,307.94514,58251,58251,58251,1,1,39.63609,27.90794,11.72815,0.99339,13856.98479,261.34478,44.1578,30.27604,13.88175,1.25509,16143.19887,140.60288,38.38031,27.25026,11.13005,0.92072,13222.04997,294.87761,61746,61746,61746,2,0,37.66197,30.37921,7.28276,0.93433,2006.93281,319.22959,49.0438,38.75643,10.28737,1.34343,4052.7477,217.45128,34.50096,28.05266,6.44831,0.82072,1438.76243,347.49579,32200,32200,32200,3,1,73.72362,50.31402,23.4096,1.19687,14288.02009,325.15399,81.99872,52.87474,29.12398,1.61509,16753.91406,237.98596,71.42543,49.60285,21.82258,1.08072,13603.18398,349.36258,61746,61746,61746,2.65,1.19,43.87119,29.5091,14.36208,1.34817,15937.01751,301.19543,52.10576,34.75334,17.35242,1.73509,18296.65018,209.67409,41.58425,28.05266,13.5316,1.24072,15281.69264,326.61303,92620,92620,92620,4,2,33.06536,20.48508,12.58028,1.78252,21484.27991,289.84701,41.57274,26.90698,14.66576,2.18509,23881.26912,209.98412,30.70267,18.70157,12.0011,1.67072,20818.58026,312.02679
'06013307204',77183,77183,77183,2.65,1.19,45.67476,29.90071,15.77405,1.97187,21719.44603,108.22425,48.02643,31.85325,16.17318,2.0501,21731.6263,109.03086,39.9064,25.11135,14.79505,1.78,21689.56932,106.24573,11720,11720,11720,1,1,164.52468,99.29233,65.23235,1.17038,17884.2817,89.86631,169.24132,102.95959,66.28172,1.20723,17950.10254,81.66656,152.95535,90.29698,62.65837,1.08,17722.8311,109.97931,29126,29126,29126,1,1,74.53743,45.48835,29.04908,1.35328,17982.89004,70.0506,75.37332,45.92453,29.44879,1.38723,18031.58088,61.13187,72.48708,44.41846,28.06862,1.27,17863.45728,91.92716,58251,58251,58251,1,1,45.18786,29.30537,15.8825,1.49617,18117.32752,54.53318,46.78413,30.71891,16.06522,1.52723,18142.91885,44.8667,41.27241,25.8381,15.43431,1.42,18054.55508,78.24389,61746,61746,61746,2,0,49.08448,37.19393,11.89055,1.52608,6110.36488,125.18528,52.69926,40.27604,12.42322,1.6101,6137.45328,122.73592,40.21785,29.63388,10.58397,1.32,6043.92031,131.19327,32200,32200,32200,3,1,84.90008,52.06398,32.8361,1.79825,20205.94763,140.67581,87.32603,53.47512,33.85091,1.88723,20251.35893,143.80654,78.94951,48.60261,30.34689,1.58,20094.55916,132.99653,61746,61746,61746,2.65,1.19,53.66854,34.27337,19.39518,1.92983,21509.08021,112.79144,55.73009,35.8372,19.89288,2.00723,21531.28803,113.93791,48.61182,30.43746,18.17436,1.74,21454.60712,109.97931,92620,92620,92620,4,2,42.63072,26.39779,16.23293,2.3714,28230.97565,109.98914,44.62445,28.03717,16.58728,2.45351,28232.27885,115.8047,37.74033,22.37659,15.36375,2.17,28227.77906,95.72427
'06013307205',77183,77183,77183,2.65,1.19,42.12022,28.03154,14.08869,1.72971,19560.06666,159.48789,47.35811,31.90735,15.45076,1.97712,20267.85883,122.43315,35.75454,23.3212,12.43334,1.42903,18699.876,204.52107,11720,11720,11720,1,1,149.97104,93.23523,56.73581,0.94857,16190.32348,146.46895,164.33084,102.07979,62.25105,1.12921,16799.62417,95.62971,132.51936,82.4863,50.03306,0.72903,15449.83103,208.25465,29126,29126,29126,1,1,71.02142,45.45796,25.56346,1.13352,16354.23885,128.52606,75.72891,47.87655,27.85235,1.31001,16945.742,77.81287,65.30034,42.5186,22.78174,0.91903,15635.376,190.15857,58251,58251,58251,1,1,40.93998,26.84007,14.09991,1.27553,16576.371,115.99906,46.05527,30.77299,15.28229,1.45001,17143.72065,65.8621,34.72329,22.06034,12.66295,1.06347,15886.86227,176.93127,61746,61746,61746,2,0,45.23522,35.29414,9.94108,1.27399,4613.49867,178.66898,51.98114,40.34835,11.63279,1.53279,5107.08623,135.8923,37.03681,29.15169,7.88513,0.95947,4013.63416,230.65612,32200,32200,32200,3,1,76.64375,47.83288,28.81086,1.54481,17825.12067,190.88244,85.58092,53.55931,32.0216,1.80921,18582.72818,157.23376,65.78226,40.87346,24.9088,1.22347,16904.38865,231.7762,61746,61746,61746,2.65,1.19,50.1094,32.85982,17.24958,1.6833,19311.41368,164.5037,54.86353,35.91099,18.95254,1.93001,20029.66639,128.03352,44.33163,29.15169,15.17994,1.38347,18438.51016,208.82646,92620,92620,92620,4,2,38.80323,24.13794,14.66529,2.12268,25457.61287,159.28899,43.88325,28.00829,15.87496,2.37712,26320.24448,129.75086,32.6294,19.43425,13.19515,1.81347,24409.24346,195.18713
