tractid,lep_Spanish,lep_French,lep_French_creole,lep_Italian,lep_Portuguese,lep_German,lep_Yiddish,lep_O_westGermanic,lep_Scandinavian,lep_Greek,lep_Russian,lep_Polish,lep_SerboCroatian,lep_O_Slavic,lep_Armenian,lep_Persian,lep_Gujarati,lep_Hindi,lep_Urdu,lep_O_Indic,lep_O_Indo,lep_Chinese,lep_Japanese,lep_Korean,lep_Cambodian,lep_Hmong,lep_Thai,lep_Laotian,lep_Vietnamese,lep_O_Asian,lep_Tagalog,lep_O_Pacific,lep_Navajo,lep_O_NorthAmerican,lep_Hungarian,lep_Arabic,lep_Hebrew,lep_Africanlang,lep_O_Unspecified,POB_UK_exclu_EnglandScotland,POB_England,POB_Scotland,POB_Ireland,POB_Denmark,POB_Norway,POB_Sweden,POB_Other_Northern_Europe,POB_Austria,POB_Belgium,POB_France,POB_Germany,POB_Netherlands,POB_Switzerland,POB_Other_Western_Europe,POB_Greece,POB_Italy,POB_Portugal,POB_Spain,POB_Other_Southern_Europe,POB_Albania,POB_Belarus,POB_Bulgaria,POB_Croatia,POB_Czechoslovakia,POB_Hungary,POB_Latvia,POB_Lithuania,POB_Macedonia,POB_Moldova,POB_Poland,POB_Romania,POB_Russia,POB_Ukraine,POB_Bosnia_and_Herzegovina,POB_Yugoslavia,POB_Serbia,POB_Other_Eastern_Europe,POB_China_exclu_HK_Taiwan,POB_HongKong,POB_Taiwan,POB_Japan,POB_Korea,POB_Other_Eastern_Asia,POB_Afghanistan,POB_Bangladesh,POB_India,POB_Iran,POB_Kazakhstan,POB_Nepal,POB_Pakistan,POB_Sri_Lanka,POB_Uzbekistan,POB_Other_South_Central_Asia,POB_Cambodia,POB_Indonesia,POB_Laos,POB_Malaysia,POB_Burma,POB_Philippines,POB_Singapore,POB_Thailand,POB_Vietnam,POB_Other_South_Eastern_Asia,POB_Iraq,POB_Israel,POB_Jordan,POB_Kuwait,POB_Lebanon,POB_Saudi_Arabia,POB_Syria,POB_Yemen,POB_Turkey,POB_Armenia,POB_Other_Western_Asia,POB_Eritrea,POB_Ethiopia,POB_Kenya,POB_Other_Eastern_Africa,POB_Cameroon,POB_Other_Middle_Africa,POB_Egypt,POB_Morocco,POB_Sudan,POB_Other_Northern_Africa,POB_South_Africa,POB_Other_Southern_Africa,POB_Cape_Verde,POB_Ghana,POB_Liberia,POB_Nigeria,POB_Sierra_Leone,POB_Other_Western_Africa,POB_Australia,POB_other_AusNewzealand_sub,POB_Fiji,POB_Bahamas,POB_Barbados,POB_Cuba,POB_Dominica,POB_Dominican_Republic,POB_Grenada,POB_Haiti,POB_Jamaica,POB_StVincent_grenadines,POB_Trinidad_and_Tobago,POB_West_Indies,POB_Other_Caribbean,POB_Mexico,POB_Belize,POB_Costa_Rica,POB_El_Salvador,POB_Guatemala,POB_Honduras,POB_Nicaragua,POB_Panama,POB_Other_Central_America,POB_Argentina,POB_Bolivia,POB_Brazil,POB_Chile,POB_Colombia,POB_Ecuador,POB_Guyana,POB_Peru,POB_Uruguay,POB_Venezuela,POB_Other_South_America,POB_Canada,POB_Other_Northern_America,pct_ba,pct_poor_ns,lbrfrc_rate,runemply,pct_welfare,pov_idx,lbr_idx,haz_idx,tcost_idx,trans_idx,hh_tot_1_m_hus_pb,hh_white_1_m_hus_pb,hh_black_1_m_hus_pb,hh_amer_ind_1_m_hus_pb,hh_ai_pi_1_m_hus_pb,hh_hisp_1_m_hus_pb,hh_othr_race_1_m_hus_pb,hh_tot_husholds,hh_white_all,hh_black_all,hh_ai_pi_all,hh_amer_ind_all,hh_hisp_all,hh_othr_race_all,hh_tot_1_m_sv_hus_pb,hh_white_1_m_hus_pb_sv,hh_black_1_m_hus_pb_sv,hh_amer_ind_1_m_hus_pb_sv,hh_ai_pi_1_m_hus_pb_sv,hh_hisp_1_m_hus_pb_sv,hh_othr_race_1_m_hus_pb_sv,hh_hhsize_lt5_fam_1_m_pb,hh_hhsize_5m_fam_1_m_pb,hh_not_fam_1_m_pb,hh_hhsize_lt5_fam_tot,hh_hhsize_5m_fam_tot,hh_not_fam_tot,hh_white_severe_burden,hh_black_severe_burden,hh_hisp_severe_burden,hh_other_severe_burden,hh_ai_severe_burden,hh_ai_pi_severe_burden,hh_all_severe_burden,hh_size_lt5_fam_sev_burden,hh_not_fam_sev_burden,hh_size_5more_fam_sev_burden,hh_perc_1_m_hus_pb,hh_perc_white_1_m_hus_pb,hh_perc_black_1_m_hus_pb,hh_perc_ai_pi_1_m_hus_pb,hh_perc_amer_ind_1_m_hus_pb,hh_perc_hisp_1_m_hus_pb,hh_perc_othr_race_1_m_hus_pb,hh_perc_1_m_sv_hus_pb,hh_perc_white_1_m_hus_pb_sv,hh_perc_black_1_m_hus_pb_sv,hh_perc_ai_pi_1_m_hus_pb_sv,hh_perc_amer_ind_1_m_hus_pb_sv,hh_perc_hisp_1_m_hus_pb_sv,hh_perc_o_race_1_m_hus_pb_sv,hh_perc_hhsize_lt5_fam_1_m_pb,hh_perc_hhsize_5m_fam_1_m_pb,hh_perc_not_fam_1_m_pb,hh_perc_all_sev_burden,hh_perc_white_severe_burden,hh_perc_black_severe_burden,hh_perc_ai_pi_severe_burden,hh_perc_ai_severe_burden,hh_perc_hisp_severe_burden,hh_perc_other_severe_burden,hh_perc_hh_lt5_fam_sev_burden,hh_perc_hh_5more_fam_sev_burden,hh_perc_not_fam_sev_burden,Pop_with_disability_5_17,Pop_disability_18_64,Pop_Disability_over64,Total_Hear,Total_Vision,Total_Cognitive,Total_Ambulatory,Total_Self_Care,Total_Indep_Living,perc_disabled_age_5_17,perc_disabled_age_18_64,perc_disabled_age_over64,perc_Total_Hear,perc_Total_Vision,perc_Total_Cognitive,perc_Total_Ambulatory,perc_Total_Self_Care,perc_Total_Indep_Living,white_2000,black_2000,native_2000,asian_pi_2000,hisp_2000,white_1990,black_1990,native_1990,asian_pi_1990,hisp_1990,Male_2000,Female_2000,age_under18_2000,age_18_64_2000,age_over64_2000,Male_1990,Female_1990,age_under18_1990,age_18_64_1990,age_over64_1990,Fam_w_Children_2000,Fam_w_Children_1990,perc_white_2000,perc_black_2000,perc_native_2000,perc_asian_pi_2000,perc_hispanic_2000,perc_male_2000,perc_female_2000,perc_age_under18_2000,perc_age_18_64_2000,perc_age_over64_2000,perc_white_1990,perc_black_1990,perc_native_1990,perc_asian_pi_1990,perc_hispanic_1990,perc_male_1990,perc_female_1990,perc_age_under18_1990,perc_age_18_64_1990,perc_age_over64_1990,pct_Fam_w_Children_2000,pct_Fam_w_Children_1990,RCAP_10,RCAP_00,RCAP_90,pct_no_2010,pct_lep_2010,pct_no_2000,pct_lep_2000,pct_no_1990,pct_lep_1990,num_no_2010,num_lep_2010,num_no_2000,num_lep_2000,num_no_1990,num_lep_1990,USPS,POP10,HU10,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT,INTPTLONG                                                                                                                  ,hispanic,white,black,american_indian,asian,pac_islander,other_races,two_races,hh_type1_h,hh_type1_t
6075011100,73,31,0,0,0,16,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,1156,49,19,0,0,0,0,17,0,16,18,0,0,0,0,0,0,0,0,16,15,12,0,0,0,0,0,0,19,8,0,8,0,0,0,0,13,0,0,0,0,0,19,0,0,0,0,0,0,0,23,92,0,0,0,0,882,77,0,80,91,0,0,0,18,0,0,0,0,0,0,0,0,51,0,0,67,39,0,27,114,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,31,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,53,0,0,0,70,0,0.515428289,0.08813487,0.824303163,0.047586905,0.011305616,56,86,6,99,98,1170,415,0,4,555,130,65,2865,1520,40,1030,4,175,90,810,225,0,0,410,130,50,375,65,730,730,75,2055,125,0,70,45,0,280,520,75,455,0,40.83769634,27.30263158,0,53.88349515,100,74.28571429,72.22222222,28.27225131,14.80263158,0,39.80582524,0,74.28571429,55.55555556,51.36986301,86.66666667,35.52311436,18.15008726,8.223684211,0,27.18446602,0,40,50,10.2739726,0,22.14111922,0,107,171,92,0,109,141,88,154,0,2.203005971,3.520691785,1.894173358,0,2.244183653,2.90302656,1.811817995,3.170681491,2679,146,44,2323,327,2451,175,23,2628,244,2861,2698,448,4150,961,2882,2644,721,4168,637,252,376,48.19212089,2.62637165,0.791509264,41.78809138,5.882352941,51.46609102,48.53390898,8.059003418,74.6537147,17.28728189,44.34593812,3.166274652,0.416138954,47.54839877,4.414691514,52.15345639,47.84654361,13.04741223,75.4252624,11.52732537,29.33643772,45.08393285,0,0,0,37.41285825,29.24089853,39.41356359,26.65947113,44.10061527,35.14296055,1932,1510,2191,1482,2437,1942,CA,5164,3388,246649,0,0.095,0,37.7907445,-122.419076,6.9,45.7,2.4,0.4,40.5,0,0.5,3.7,35.43498,7.73256
6075011200,28,18,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,586,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,30,0,0,0,19,24,3,10,0,0,0,0,29,0,0,0,0,0,0,13,0,0,0,0,0,9,0,0,0,0,0,0,596,27,0,47,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,86,78,0,0,14,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0.562169778,0.14202454,0.829935125,0.052173913,0,35,89,7,99,97,630,330,0,0,245,30,20,1670,1025,0,545,0,75,20,430,180,0,0,205,30,10,260,20,350,725,20,920,175,0,30,10,0,120,335,105,235,0,37.7245509,32.19512195,,44.95412844,,40,100,25.74850299,17.56097561,,37.6146789,,40,50,35.86206897,100,38.04347826,20.05988024,17.07317073,,22.01834862,,40,50,14.48275862,0,25.54347826,0,101,195,76,17,107,155,82,136,0,3.352140724,6.471954862,2.522402921,0.564221706,3.551277796,5.144374378,2.721539993,4.513773648,2108,54,17,1397,102,1892,34,5,1763,94,1808,1892,257,2682,761,1862,1931,342,2609,842,158,198,56.97297297,1.45945946,0.45945946,37.75675676,2.756756757,48.86486487,51.13513514,6.945945946,72.48648649,20.56756757,49.86821297,0.896151819,0.131787032,46.46810754,2.477596205,49.09042974,50.90957026,9.016609544,68.78460322,22.19878724,21.29380054,25.8148631,0,0,0,34.17528911,21.66768107,30.37837838,23.27027027,39.62562615,32.269971,1123,712,1124,861,1503,1224,CA,3286,2331,177414,0,0.068,0,37.7929713,-122.4127333,4.7,52.8,0.4,0,39,0,0,3.1,38.2131,8.41709
6075011300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2313,0,38,0,0,0,0,33,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,2380,149,11,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,64,30,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158972579,0.266609638,0.833136095,0.182327318,0.033728919,12,17,6,99,98,880,134,0,15,704,19,10,1595,259,30,1239,19,29,25,605,95,0,15,479,15,0,430,75,370,730,75,785,95,0,15,0,0,204,314,95,170,50,55.17241379,51.73745174,0,56.82001614,78.94736842,65.51724138,40,37.93103448,36.67953668,0,38.66020985,78.94736842,51.72413793,0,58.90410959,100,47.13375796,19.68652038,36.67953668,0,16.46489104,0,51.72413793,0,13.01369863,66.66666667,21.65605096,9,32,609,204,242,349,437,312,502,0.275482094,0.979491889,18.64095501,6.24426079,7.407407407,10.68258341,13.3761861,9.550045914,15.365779,424,48,9,2703,69,364,52,1,2914,30,1510,1754,428,1804,1032,1550,1811,512,1857,992,194,241,12.99019608,1.470588235,0.275735294,82.8125,2.113970588,46.2622549,53.7377451,13.1127451,55.26960784,31.61764706,10.82688876,1.546698394,0.0297442,86.67459845,0.892325996,46.11722702,53.88277298,15.23356144,55.25141327,29.51502529,25.4259502,30.125,1,0,0,88.99140948,76.48743239,68.62745098,64.12377451,70.87176436,66.4088069,2797,2404,2240,2093,2382,2232,CA,3143,1675,102297,0,0.039,0,37.7946971,-122.4093492,0.6,7.9,1.1,0.2,89.9,0,0,0.4,29.00188,7.12183
6075011700,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,11,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,18,0,28,10,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,102,10,0,13,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.338511856,0.267313019,0.650047939,0.051841746,0.076004343,12,38,3,99,89,720,340,50,0,258,10,69,920,440,65,300,0,35,89,495,230,50,0,194,10,14,100,0,615,150,0,760,130,25,10,15,0,120,300,30,265,0,78.26086957,77.27272727,76.92307692,86,,28.57142857,77.52808989,53.80434783,52.27272727,76.92307692,64.66666667,,28.57142857,15.73033708,66.66666667,,80.92105263,32.60869565,29.54545455,38.46153846,40,,28.57142857,16.85393258,20,,34.86842105,0,304,118,70,82,187,193,93,201,0,21.7765043,8.452722063,5.014326648,5.873925501,13.39541547,13.8252149,6.661891118,14.3982808,527,87,15,953,144,844,235,8,1107,149,978,746,173,1226,325,1408,933,259,1739,343,39,95,30.16599886,4.979965655,0.858614768,54.55065827,8.242701775,56.72853828,43.27146172,10.03480278,71.1136891,18.85150812,35.99147122,10.02132196,0.341151386,47.20682303,6.353944563,60.14523708,39.85476292,11.06364801,74.28449381,14.65185818,22.5433526,27.61627907,0,1,0,33.20246775,22.93886708,60.96287703,49.94199536,48.2699701,38.23152499,592,409,1051,861,1130,895,CA,1783,1416,556044,0,0.215,0,37.7904674,-122.4034859,5.8,30.4,14.3,0,41.5,0,0,8,23.93053,9.29543
6075011800,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1283,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1171,59,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112737921,0.307648725,0.816598361,0.149301826,0.014556041,9,19,3,99,97,549,0,0,4,549,0,0,700,69,0,633,4,0,0,474,0,0,4,474,0,0,309,60,180,354,60,290,0,0,0,0,4,239,243,94,129,15,78.42857143,0,,86.72985782,100,,,67.71428571,0,,74.88151659,100,,,87.28813559,100,62.06896552,34.71428571,0,,37.75671406,100,,,26.55367232,25,44.48275862,22,24,168,47,58,113,141,73,159,1.367308888,1.491609696,10.44126787,2.921068987,3.604723431,7.02299565,8.763206961,4.53697949,9.881914232,130,12,3,1370,10,125,15,2,1493,7,742,809,194,906,451,894,794,193,972,523,104,89,8.507853403,0.785340314,0.196335079,89.65968586,0.654450262,47.84010316,52.15989684,12.50805932,58.4139265,29.07801418,7.608034084,0.91296409,0.121728545,90.8703591,0.426049909,52.96208531,47.03791469,11.43364929,57.58293839,30.98341232,28.26086957,24.18478261,1,0,0,100,92.33333333,77.04706641,72.275951,74.40758294,73.51895735,1584,1385,1195,1121,1256,1241,CA,1500,800,56564,0,0.022,0,37.7933506,-122.4061645,1.8,2.4,0,0,95.8,0,0,0,21.83982,7.36459
6075011901,13,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,15,0,0,0,0,0,68,0,50,0,0,0,0,0,0,0,0,17,13,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,45,0,28,79,14,0,15,0,47,0,0,0,0,0,0,0,19,0,0,0,50,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,14,0,0.580720093,0.042542787,0.869402985,0.079442509,0.009776536,80,89,13,99,99,740,355,75,0,285,0,30,1465,770,105,450,0,125,30,435,204,55,0,165,0,15,60,0,685,275,0,1195,185,0,0,0,0,135,320,10,314,0,50.51194539,46.1038961,71.42857143,63.33333333,,0,100,29.69283277,26.49350649,52.38095238,36.66666667,,0,50,21.81818182,,57.32217573,21.84300341,24.02597403,0,30,,0,0,3.636363636,,26.27615063,4,155,98,109,42,121,181,58,150,0.17905103,6.938227395,4.386750224,4.879140555,1.88003581,5.416293644,8.102059087,2.596239928,6.714413608,1483,73,15,665,193,1459,74,10,622,134,1257,1193,110,2009,330,1091,1217,144,1783,381,24,81,60.53061225,2.979591837,0.612244898,27.14285714,7.87755102,51.30612245,48.69387755,4.489795918,82,13.46938776,63.18752707,3.204850585,0.433087917,26.93806843,5.803378086,47.27036395,52.72963605,6.239168111,77.25303293,16.50779896,21.62162162,27.93103448,0,0,0,27.61627907,8.181063123,31.91836735,16.7755102,31.02253033,16.89774697,665,197,782,411,716,390,CA,2408,1711,62294,0,0.024,0,37.7904728,-122.4139142,9.9,53.4,1.1,0,30,0,0.7,4.9,32.01671,7.15056
6075011902,20,7,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,99,17,0,0,0,0,0,0,0,39,80,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,14,46,0,0,0,0,149,0,62,53,25,36,0,0,0,0,0,0,0,0,0,0,0,80,0,16,0,97,0,0,39,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,11,0,0.517165493,0.092585478,0.844422701,0.010303688,0.006060606,54,94,12,99,99,730,328,15,0,195,160,35,1585,907,15,405,0,229,35,379,174,0,0,80,100,25,260,25,440,420,25,1135,139,0,100,10,0,35,284,79,200,0,46.05678233,36.1631753,100,48.14814815,,69.86899563,100,23.91167192,19.18412348,0,19.75308642,,43.66812227,71.42857143,61.90476191,100,38.76651982,17.91798107,15.32524807,0,8.641975309,,43.66812227,28.57142857,18.80952381,0,17.62114537,0,92,86,56,69,85,73,61,106,0,3.366264179,3.14672521,2.04903037,2.524698134,3.110135382,2.671057446,2.23197951,3.878521771,1690,84,17,759,221,1664,85,12,709,152,1432,1361,126,2291,377,1244,1388,165,2033,434,51,92,60.50841389,3.007518797,0.608664518,27.17508056,7.91263874,51.27103473,48.72896527,4.511278196,82.02649481,13.49803079,63.2218845,3.229483283,0.455927052,26.93768997,5.775075988,47.26443769,52.73556231,6.268996961,77.24164134,16.4893617,23.07692308,27.79456193,0,0,0,35.71978445,10.62355658,31.93698532,16.75617616,31.00303951,16.90729483,928,276,892,468,816,445,CA,2598,1981,93053,0,0.036,0,37.7909959,-122.4098067,19.1,49.7,2.3,0,25.1,1.2,0.8,1.8,29.75895,7.27926
6075012000,107,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,14,0,366,40,42,0,0,58,0,0,49,9,0,0,0,0,34,0,0,0,0,0,0,38,0,0,16,0,0,0,14,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,305,40,45,81,42,49,0,0,137,0,0,0,0,0,0,0,0,34,16,0,0,40,0,73,0,0,0,0,0,0,46,0,0,53,49,0,13,0,0,0,0,0,0,12,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,13,0,0,33,0,0,0,0,0,0,13,0,0,11,0,0,0,15,0,0.446748682,0.178423237,0.776416539,0.103506548,0.034510759,26,56,5,99,99,1385,790,45,0,285,175,85,2400,1210,55,675,0,310,129,995,490,30,0,250,134,85,215,0,1170,340,0,2050,325,15,50,85,0,45,520,70,450,0,57.70833333,65.2892562,81.81818182,42.22222222,,56.4516129,65.89147287,41.45833333,40.49586777,54.54545455,37.03703704,,43.22580645,65.89147287,63.23529412,,57.07317073,21.66666667,26.85950413,27.27272727,6.666666667,,16.12903226,65.89147287,20.58823529,,21.95121951,0,248,175,149,54,205,285,146,177,0,7.18216044,5.068056762,4.315088329,1.563857515,5.936866493,8.253692441,4.228207356,5.125977411,2044,162,54,1171,475,2065,177,17,1195,330,2321,1591,326,3138,448,2240,1553,411,2835,547,143,222,51.46022155,4.078549849,1.359516616,29.48136959,11.95871098,59.33026585,40.66973415,8.333333333,80.21472393,11.45194274,54.44239388,4.666490904,0.448194042,31.50540469,8.700237279,59.05615608,40.94384392,10.83575007,74.74294754,14.4213024,30.55555556,50,0,0,0,33.83772502,19.09731281,41.48773006,22.6993865,41.02293699,31.63722647,1297,732,1623,888,1556,1200,CA,3833,2796,124978,0,0.048,0,37.7879651,-122.4185205,10.6,48.6,3.3,0,32,0,1.7,3.8,31.38547,6.30507
6075012100,79,18,0,15,0,24,0,0,0,0,19,0,0,0,0,0,0,75,0,0,0,81,48,11,0,0,24,0,96,18,36,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,51,0,0,0,20,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,104,58,22,0,0,0,93,0,0,0,0,0,37,0,0,0,0,0,0,179,0,83,111,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,55,41,21,0,13,28,0,0,0,27,0,0.534989648,0.10538411,0.800687285,0.107425743,0,48,68,6,99,99,1060,590,0,0,385,70,15,2045,1235,20,600,0,90,90,695,395,0,0,255,30,15,290,0,770,380,10,1655,310,0,0,15,0,110,435,30,405,0,51.83374083,47.77327935,0,64.16666667,,77.77777778,16.66666667,33.98533007,31.98380567,0,42.5,,33.33333333,16.66666667,76.31578947,0,46.52567976,21.27139364,25.10121458,0,18.33333333,,0,16.66666667,7.894736842,0,24.47129909,0,191,178,127,63,107,216,62,191,0,5.450913242,5.079908676,3.624429224,1.797945206,3.053652968,6.164383562,1.769406393,5.450913242,1944,134,35,1042,257,1924,120,13,748,250,1947,1575,215,2898,409,1634,1430,141,2485,438,91,64,56.152513,3.870595032,1.010976314,30.09820913,7.423454651,55.28109029,44.71890971,6.104486088,82.28279387,11.61272005,62.77324633,3.915171289,0.424143556,24.4045677,8.156606852,53.32898172,46.67101828,4.601827676,81.10313316,14.29503916,26.53061225,18.33810888,0,0,0,31.56796243,14.19253848,38.358887,19.5911414,27.90469974,15.8616188,1210,544,1351,690,855,486,CA,3833,2406,123393,0,0.048,0,37.7888066,-122.4118881,9.6,54.4,1.8,0.7,30.1,0.4,0,3,33.93631,6.78081
6075012201,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,343,14,14,0,0,0,0,88,13,14,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,12,48,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,15,0,0,0,0,0,0,0,386,0,0,30,48,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,13,234,0,33,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,475,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0.28554607,0.257848071,0.809403597,0.098888889,0.056464812,13,47,10,99,99,1705,745,95,0,400,385,85,2585,1200,190,615,0,495,89,1285,425,95,0,305,370,85,430,105,1175,565,105,1920,330,95,240,85,0,75,825,140,635,45,65.95744681,62.08333333,50,65.04065041,,77.77777778,95.50561798,49.7098646,35.41666667,50,49.59349594,,74.74747475,95.50561798,76.10619469,100,61.19791667,31.91489362,27.5,50,12.19512195,,48.48484849,95.50561798,24.77876106,42.85714286,33.07291667,0,439,165,109,145,319,348,90,378,0,10.06880734,3.78440367,2.5,3.325688073,7.316513762,7.981651376,2.064220184,8.669724771,1838,348,54,1495,874,1985,298,34,1450,556,2883,1840,517,3743,463,2642,1697,674,3049,616,101,233,38.90770533,7.366638442,1.143099069,31.6469094,18.50127011,61.04171078,38.95828922,10.94643235,79.25047639,9.803091256,45.74786817,6.867941922,0.783590689,33.41783821,12.81401245,60.8896059,39.1103941,15.53353307,70.26964738,14.19681954,42.08333333,39.69335605,0,0,0,41.27435954,20.71381651,45.73364387,30.70082575,45.4021664,28.09403088,1885,946,2160,1450,1970,1219,CA,4567,2906,92046,0,0.036,0,37.7858464,-122.4163535,32,30.2,5.4,0,30.5,0,0,1.9,26.58603,6.46607
